xml:id	Lemma	Lemma_bereinigt	Wortart	Level	Definition	Konzept	Label	Cosine_Score	Pred_Label
PL02673	Lutter	Lutter	Substantiv	-	Zwetschgen- oder Birnenschnaps, der zum zweitenmal gebrannt wurde	Trinken	1	0.9219	1.0000
PM00112	Magdalenen-brühe	Magdalenenbrühe	Substantiv	x1	aufgewärmter Kaffee	Trinken	1	0.9550	1.0000
PM00112	Magdalenen-brühe	Magdalenenbrühe	Substantiv	x2	von einem Trinker als schwach bezeichneter Whisky	Trinken	1	0.8993	1.0000
PM00114	Magdalenen-wasser	Magdalenenwasser	Substantiv	x	aufgewärmter Kaffee	Trinken	1	0.9550	1.0000
PM00202	mahlen	mahlen	Verb	2	trinken	Trinken	1	0.9988	1.0000
PM01211	Maurers-likör, Maurer-likör	Maurerslikör, Maurerlikör	Substantiv	-	Schnaps	Trinken	1	0.9789	1.0000
PM01361	Meer-rettich	Meerrettich	Substantiv	3	Schnaps	Trinken	1	0.9789	1.0000
PM01892	Milch-kaffee	Milchkaffee	Substantiv	-	Milchkaffee	Trinken	1	0.9490	1.0000
PM02033	Mineral-wasser	Mineralwasser	Substantiv	-	Mineralwasser	Trinken	1	0.9691	1.0000
PM02432	mit-trinken	mittrinken	Verb	-	am Trinken teilnehmen	Trinken	1	0.4014	0.0000
PM02726	Moppel, Möppel	Moppel, Möppel	Substantiv	8	geringwertiger Wein	Trinken	1	0.9646	1.0000
PM02775	Mords-brand	Mordsbrand	Substantiv	2	starker Durst	Trinken	1	0.9719	1.0000
PM02853	Morgen-kaffee	Morgenkaffee	Substantiv	-	Morgenkaffee	Trinken	1	0.9460	1.0000
PM02926	Most	Most	Substantiv	1b	unvergorener Saft gekelterter Äpfel, Birnen	Trinken	1	0.9230	1.0000
PM02926	Most	Most	Substantiv	x1c	Obstwein	Trinken	1	0.9825	1.0000
PM03010	Mucken-fuck	Muckenfuck	Substantiv	-	Malzkaffee, Kaffeersatz	Trinken	1	0.9416	1.0000
PM03370	Musikanten-durst	Musikantendurst	Substantiv	-	großer Durst, wie er bei Musikanten üblich ist	Trinken	1	0.9323	1.0000
PN00008	Nabel-naß	Nabelnaß	Substantiv	-	Tresterwein, Haustrunk	Trinken	1	0.9517	1.0000
PN00011	Nabel-wärmer	Nabelwärmer	Substantiv	-	guter Schnaps	Trinken	1	0.9725	1.0000
PN00118	Nach-lauf	Nachlauf	Substantiv	1	Most bzw. Wein, der beim Keltern zuletzt herausläuft	Trinken	1	0.9530	1.0000
PN00483	Nähts	Nähts	Substantiv	2b	Schnaps	Trinken	1	0.9789	1.0000
PN00746	Nebel-zerstörer	Nebelzerstörer	Substantiv	-	geringer Wein, Haustrunk	Trinken	1	0.9546	1.0000
PN01389	nuckeln	nuckeln	Verb	1b	trinken	Trinken	1	0.9988	1.0000
PN01414	Nulpes	Nulpes	Substantiv	-	Kaffee	Trinken	1	0.9832	1.0000
PO00109	Ober-länder	Oberländer	Substantiv	-	Wein aus der oberen Haardt	Trinken	1	0.9519	1.0000
PO00242	Obst-wein	Obstwein	Substantiv	-	Obstwein	Trinken	1	0.9825	1.0000
PO00573	Olig	Olig	Substantiv	2	Schnaps	Trinken	1	0.9789	1.0000
PQ00264	Quetsch	Quetsch	Substantiv	-	Zwetschgenbranntwein	Trinken	1	0.9480	1.0000
PQ00274	Quetschen-branntwein	Quetschenbranntwein	Substantiv	-	Zwetschgenbranntwein	Trinken	1	0.9480	1.0000
PQ00312	Quetschen-wasser	Quetschenwasser	Substantiv	-	Zwetschgenbranntwein	Trinken	1	0.9480	1.0000
PR00049	Rachen-putzer	Rachenputzer	Substantiv	1b	scharfer Schnaps	Trinken	1	0.9621	1.0000
PR00102	Radetzky	Radetzky	Substantiv	-	minderwertiger Wein	Trinken	1	0.9649	1.0000
PR00122	Radler-maß	Radlermaß	Substantiv	-	Mischgetränk aus Bier und Limonade	Trinken	1	0.9348	1.0000
PR00383	Rappis	Rappis	Substantiv	-	saurer, schlechter Wein; Tresterwein	Trinken	1	0.9457	1.0000
PR00401	Rappser, Räppser	Rappser, Räppser	Substantiv	-	Tresterwein, Haustrunk	Trinken	1	0.9517	1.0000
PR00727	Rauscher	Rauscher	Substantiv	-	gärender Most	Trinken	1	0.9602	1.0000
PR00780	Reben-saft, Reb-	Rebensaft, Rebsaft	Substantiv	2	Wein	Trinken	1	0.9845	1.0000
PR01305	Reiß-mich-um	Reißmichum	Substantiv	-	für Schnaps	Trinken	1	0.1328	0.0000
PR01551	Rhein-wasser	Rheinwasser	Substantiv	2	scherzhafte Bezeichnung des Ludwigshafener Biers	Trinken	1	0.5515	1.0000
PR01664	Riesen-brand	Riesenbrand	Substantiv	-	sehr großer Durst	Trinken	1	0.9608	1.0000
PR02262	rösten, rosten	rösten, rosten	Verb	2b	einen trinken	Trinken	1	0.9894	1.0000
PR02375	Rot-wein	Rotwein	Substantiv	-	Rotwein	Trinken	1	0.9801	1.0000
PR02776	Runde	Runde	Substantiv	1	von einem Teilnehmer einer Gesellschaft gestiftetes Getränk	Trinken	1	0.9154	1.0000
PR02804	Rundung	Rundung	Substantiv	x2	von einem Teilnehmer einer Gesellschaft gestiftetes Getränk	Trinken	1	0.9154	1.0000
PR02848	rupfen	rupfen	Verb	2g	trinken	Trinken	1	0.9988	1.0000
PS00092	Säckels-brühe	Säckelsbrühe	Substantiv	-	schlechter, saurer Wein	Trinken	1	0.9608	1.0000
PS00576	Sand-wein	Sandwein	Substantiv	-	Wein, der auf Sandboden wächst	Trinken	1	0.9452	1.0000
PS00824	Sauerampfel-brühe	Sauerampfelbrühe	Substantiv	-	saurer Wein	Trinken	1	0.9757	1.0000
PS00860	Sauer-milch	Sauermilch	Substantiv	-	geronnene (ungekochte) Milch	Trinken	1	0.9421	1.0000
PS00963	Sau-gesüff	Saugesüff	Substantiv	-	minderwertiger, schlechter Wein	Trinken	1	0.9532	1.0000
PS01118	Saurach	Saurach	Substantiv	2	saurer Wein	Trinken	1	0.9757	1.0000
PS01303	Schächer	Schächer	Substantiv	2b	Bier	Trinken	1	0.9846	1.0000
PS01466	Schafs-milch, Schaf-milch	Schafsmilch, Schafmilch	Substantiv	-	Schafsmilch, Schafmilch	Trinken	1	0.0171	0.0000
PS01666	Schampus	Schampus	Substantiv	-	Schaumwein	Trinken	1	0.9789	1.0000
PS01844	schaskeln	schaskeln	Verb	-	(alkoholische Getränke) trinken, sich dem Trinken ergeben	Trinken	1	0.9407	1.0000
PS01847	schaskern	schaskern	Verb	-	(alkoholische Getränke) trinken, sich dem Trinken ergeben	Trinken	1	0.9407	1.0000
PS02339	Schiefer-wein	Schieferwein	Substantiv	-	minderwertiger Wein aus schieferigem Boden	Trinken	1	0.9426	1.0000
PS02433	Schilcher	Schilcher	Substantiv	2	blaßroter, geringer Wein	Trinken	1	0.9462	1.0000
PS02610	Schlabber-brühe	Schlabberbrühe	Substantiv	-	schlechtes, fades Getränk	Trinken	1	0.9508	1.0000
PS02826	Schlamper, Schlämper	Schlamper, Schlämper	Substantiv	2	schlechter Wein	Trinken	1	0.9835	1.0000
PS02992	schlauchen, schläuchen	schlauchen, schläuchen	Verb	1b	einen trinken	Trinken	1	0.9894	1.0000
PS03349	Schlinken-putzer	Schlinkenputzer	Substantiv	1b	schlechter Branntwein	Trinken	1	0.9647	1.0000
PS03438	Schloriampels-brühe	Schloriampelsbrühe	Substantiv	-	schales, fades Getränk, dünner Kaffee	Trinken	1	0.9360	1.0000
PS03440	Schlorum-bier	Schlorumbier	Substantiv	-	eine Biersorte	Trinken	1	0.4340	0.0000
PS03523	schluckern	schluckern	Verb	1	häufig, wiederholt trinken	Trinken	1	0.9649	1.0000
PS03596	schlürfeln	schlürfeln	Verb	-	in kleinen Schlucken trinken, nippen	Trinken	1	0.9481	1.0000
PS03608	Schlurpser	Schlurpser	Substantiv	1	Schluck, Trunk	Trinken	1	0.2853	0.0000
PS03619	Schlüsselblumen-tee	Schlüsselblumentee	Substantiv	-	Tee aus den Blüten der Schlüsselblume	Trinken	1	0.9385	1.0000
PS03646	schlutzern	schlutzern	Verb	2	(in kleinen Schlucken, schlürfend) trinken	Trinken	1	0.9389	1.0000
PS03987	Schmoras	Schmoras	Substantiv	-	Kaffee	Trinken	1	0.9832	1.0000
PS04187	schnallen	schnallen	Verb	x5	sich betrinken	Trinken	1	0.9771	1.0000
PS04193	Schnalzer	Schnalzer	Substantiv	3	schlechter Wein	Trinken	1	0.9835	1.0000
PS04243	Schnaps	Schnaps	Substantiv	1	Getränk mit hohem Alkoholanteil	Trinken	1	0.9541	1.0000
PS04254	schnäpseln	schnäpseln	Verb	-	gerne und oft Schnaps trinken	Trinken	1	0.9524	1.0000
PS04261	Schnaps-gepfetze	Schnapsgepfetze	Substantiv	-	Branntwein	Trinken	1	0.9722	1.0000
PS04576	schnellern	schnellern	Verb	5	einen (Schoppen, Schnaps usw.) trinken	Trinken	1	0.9402	1.0000
PS04896	Schnurr-gückel	Schnurrgückel	Substantiv	1	Tresterwein, Haustrunk, minderwertiger Wein	Trinken	1	0.9385	1.0000
PS04953	Schockele-majem	Schockelemajem	Substantiv	-	Kaffee	Trinken	1	0.9832	1.0000
PS04979	Schoker	Schoker	Substantiv	-	Kaffee	Trinken	1	0.9832	1.0000
PS04986	Schokolade	Schokolade	Substantiv	-	Süßigkeit aus Kakao, Milch und Zucker	Trinken	1	0.1562	0.0000
PS05059	schöppeln	schöppeln	Verb	-	(gern und häufig) trinken	Trinken	1	0.9539	1.0000
PS05097	Schorle	Schorle	Substantiv	-	Wein und Mineralwasser (meist) je zur Hälfte vermischt	Trinken	1	0.0122	0.0000
PS05098	Schorle-morle	Schorlemorle	Substantiv	-	Wein und Mineralwasser (meist) je zur Hälfte vermischt	Trinken	1	0.0122	0.0000
PS05893	Schüttel-riesling	Schüttelriesling	Substantiv	-	Apfelwein	Trinken	1	0.9826	1.0000
PS06319	schwefeln	schwefeln	Verb	1.2	einen schwefeln = einen trinken	Trinken	1	0.9419	1.0000
PS06719	Sechel	Sechel	Substantiv	2	ein Glas Bier	Trinken	1	0.9096	1.0000
PS06825	Seelen-wärmer, Seel-	Seelenwärmer, Seelwärmer	Substantiv	2	Schnaps	Trinken	1	0.9789	1.0000
PS07167	Selters-wasser, Selzer-	Selterswasser, Selzerwasser	Substantiv	-	Mineral-, Sprudelwasser	Trinken	1	0.9332	1.0000
PS07765	Soda-wasser	Sodawasser	Substantiv	-	kohlensäurehaltiges Mineralwasser, Sprudel	Trinken	1	0.9146	1.0000
PS08372	Spät-lese	Spätlese	Substantiv	2	Wein aus spät geernteten Trauben, Wein höherer Qualitätsstufe	Trinken	1	0.9351	1.0000
PS09049	Spitzbohnen-kaffee	Spitzbohnenkaffee	Substantiv	-	Kaffee-Ersatz aus Gerste, Roggen, Malz u.ä.	Trinken	1	0.9300	1.0000
PS09112	Spitzen-wein	Spitzenwein	Substantiv	-	besonders guter, hervorragender Wein	Trinken	1	0.9525	1.0000
PS09411	Sprit	Sprit	Substantiv	2	schlechter Wein	Trinken	1	0.9835	1.0000
PS09417	Spritzel-wasser	Spritzelwasser	Substantiv	-	Mineralwasser	Trinken	1	0.9691	1.0000
PS09496	Sprutzel-wasser	Sprutzelwasser	Substantiv	-	Mineralwasser mit Kohlensäure	Trinken	1	0.9473	1.0000
PS09525	spulen	spulen	Verb	x2b	tüchtig trinken	Trinken	1	0.9780	1.0000
PS10051	Stark-bier	Starkbier	Substantiv	-	eine Biersorte mit besonders viel Stammwürze	Trinken	1	0.8061	1.0000
PS10098	stauben	stauben	Verb	5	einen trinken	Trinken	1	0.9894	1.0000
PS10171	stechen	stechen	Verb	5	einen (Schnaps) trinken	Trinken	1	0.9570	1.0000
PS10292	Steh-schoppen	Stehschoppen	Substantiv	-	vor dem Heimgehen an der Theke der Wirtschaft getrunkenes Getränk	Trinken	1	0.9058	1.0000
PS10654	Sternen-bier, Stern-bier	Sternenbier, Sternbier	Substantiv	-	Bier aus einem Gasthaus Zum Sternmit früherer eigener Brauerei	Trinken	1	0.8987	1.0000
PS10768	Stich-wein	Stichwein	Substantiv	2	Wein mit einem Essigstich	Trinken	1	0.9277	1.0000
PS10811	Stieber	Stieber	Substantiv	3b'g	der große Durst nach einem Rausch, Brand	Trinken	1	0.9180	1.0000
PS10923	stillen	stillen	Verb	2c	trinken	Trinken	1	0.9988	1.0000
PS11136	Stoff, Stuft	Stoff, Stuft	Substantiv	3	alkoholisches Getränk	Trinken	1	0.9699	1.0000
PS11275	Storchen-bier	Storchenbier	Substantiv	-	Bier der Storchenbrauerei in Speyer	Trinken	1	0.9202	1.0000
PS11336	Storzen	Storzen	Substantiv	5	ein Bier- oder Weinrest	Trinken	1	0.0081	0.0000
PS12380	stürzen	stürzen	Verb	3b	ein Glas umdrehen, einen trinken	Trinken	1	0.8707	1.0000
PS12401	Stuten-milch	Stutenmilch	Substantiv	-	Pferdemilch	Trinken	1	0.9642	1.0000
PS12473	Suckels-brühe	Suckelsbrühe	Substantiv	-	schlechter Kaffee	Trinken	1	0.9815	1.0000
PS12488	Sudel-bier	Sudelbier	Substantiv	-	abgestandenes Bier	Trinken	1	0.9633	1.0000
PS12489	Sudel-brühe	Sudelbrühe	Substantiv	1	Getränk von schlechter, dünner Qualität, Gesöff (Wein Bier Kaffee)	Trinken	1	0.9272	1.0000
PS12524	suffeln, süffeln	suffeln, süffeln	Verb	1c	heimlich trinken	Trinken	1	0.9887	1.0000
PS12524	suffeln, süffeln	suffeln, süffeln	Verb	1b	fortwährend übermäßig trinken	Trinken	1	0.9429	1.0000
PS12524	suffeln, süffeln	suffeln, süffeln	Verb	1a	in kleinen Schlucken, genießerisch trinken	Trinken	1	0.9394	1.0000
PS12675	süppern	süppern	Verb	-	in kleinen Schlucken genießerisch trinken, langsam trinken, nuckeln	Trinken	1	0.9262	1.0000
PS12743	Süß-milch	Süßmilch	Substantiv	-	nicht angesäuerte Milch	Trinken	1	0.9551	1.0000
PU00941	Unter-länder	Unterländer	Substantiv	-	Wein aus dem Unterland	Trinken	1	0.9553	1.0000
PW00931	Wasser	Wasser	Substantiv	3a	Alkohol, Branntwein, Schnaps	Trinken	1	0.9245	1.0000
PW01284	Wegerich-tee	Wegerichtee	Substantiv	-	Kräutertee aus Wegerichblättern	Trinken	1	0.9506	1.0000
PW01332	weg-machen	wegmachen	Verb	3	einen trinken	Trinken	1	0.9894	1.0000
PW01510	weichen	weichen	Verb	2.2	einen trinken, saufen	Trinken	1	0.9624	1.0000
PW01677	Wein	Wein	Substantiv	1b	Traubensaft bzw. Most, unvergoren bzw. in Gärung befindlich	Trinken	1	0.8802	1.0000
PW01720	Wein-geist	Weingeist	Substantiv	-	hochprozentiger Alkohol	Trinken	1	0.9058	1.0000
PW01814	Wein-suppe	Weinsuppe	Substantiv	2	der gärende Most	Trinken	1	0.9526	1.0000
PW01899	Weiß-herbst	Weißherbst	Substantiv	2	rötlicher Wein aus roten oder blauen Trauben	Trinken	1	0.9463	1.0000
PW01942	Weiß-wein	Weißwein	Substantiv	-	heller Wein	Trinken	1	0.9724	1.0000
PW01983	Weizen-bier	Weizenbier	Substantiv	-	mit Gersten- und Weizenmalz gebrautes Bier	Trinken	1	0.9132	1.0000
PW02762	Wilhelm	Wilhelm	Substantiv	3	Schnaps aus Williams Christbirnen	Trinken	1	0.9380	1.0000
PW03130	wippen, wippchen	wippen, wippchen	Verb	4	einen trinken	Trinken	1	0.9894	1.0000
PW03280	Witwen-macher	Witwenmacher	Substantiv	-	aus Traubenrückständen hergestellter Wein, Haustrunk	Trinken	1	0.9395	1.0000
PW03430	Wolfs-tee	Wolfstee	Substantiv	-	Tee von der Königskerze	Trinken	1	0.9418	1.0000
PW03707	Wupp-dich	Wuppdich	Substantiv	2b	Branntwein, Schnaps allgemein	Trinken	1	0.9408	1.0000
PW03721	Wurf	Wurf	Substantiv	2f	kleines Trinkglas, bzw. dessen Inhalt	Trinken	1	0.0873	0.0000
PXXX	Glüh-wein	Glühwein	Substantiv	-	Glühwein	Trinken	1	0.9798	1.0000
PZ00281	zechen	zechen	Verb	-	(im Gasthaus) etwas trinken, verzehren; Gelage abhalten	Trinken	1	0.9311	1.0000
PZ00283	Zecherei	Zecherei	Substantiv	-	ausgiebiges Trinken im Gasthaus	Trinken	1	0.9519	1.0000
PZ00285	Zech-gelage	Zechgelage	Substantiv	-	Besäufnis in geselliger Runde	Trinken	1	0.0106	0.0000
PZ00541	Zichorie	Zichorie	Substantiv	2a	fürbende Kaffeezusatz, -ersatz und das daraus gewonnene Getränk	Trinken	1	0.0096	0.0000
PZ00542	Zichorie-brühe	Zichoriebrühe	Substantiv	-	schlechter, dünner Kaffee	Trinken	1	0.9572	1.0000
PZ00649	Ziel-wasser	Zielwasser	Substantiv	-	Wein	Trinken	1	0.9845	1.0000
PZ00847	zipfeln	zipfeln	Verb	-	in kleinen Schlückchen trinken	Trinken	1	0.9543	1.0000
PZ00892	Zitronen-saft	Zitronensaft	Substantiv	-	Flüssigkeit der Zitrone und das daraus bereitete Getränk	Trinken	1	0.8589	1.0000
PZ00893	Zitronen-wasser	Zitronenwasser	Substantiv	-	mit Zitronensaft gemischtes Wasser	Trinken	1	0.9270	1.0000
PZ01038	zu-bringen	zubringen	Verb	3	zutrinken, zuprosten	Trinken	1	0.9194	1.0000
PZ01154	Zucker-wein	Zuckerwein	Substantiv	-	(nur im Sommertagslied): Bezeichnung für süßen Wein	Trinken	1	0.6288	1.0000
PZ02125	zwitschern	zwitschern	Verb	3	einen trinken	Trinken	1	0.9894	1.0000
PZ02137	Zwockel-wein	Zwockelwein	Substantiv	-	Wein, der in Bayern gewachsen ist	Trinken	1	0.9487	1.0000
LD00392	dieschten	dieschten	Verb		dursten	Trinken	1	0.9770	1.0000
LD01151	Durscht	Durscht	Substantiv		Durst	Trinken	1	0.9835	1.0000
LD00927	Dronk	Dronk	Substantiv	2.	Trank, heilkräftiges Getränk	Trinken	1	0.9433	1.0000
LD01139	Turne	Turne	Substantiv	1.	Runde, für jeden am Tisch ein Glas	Trinken	1	0.8861	1.0000
LG00244	Ge-drenks	Gedrenks	Substantiv	1.	Getränke	Trinken	1	0.9837	1.0000
LG00947	Gom	Gom	Substantiv	4.	ein süßliches Getränk	Trinken	1	0.9539	1.0000
LO00248	Owes-dronk	Owesdronk	Substantiv		Abendtrunk	Trinken	1	0.1053	0.0000
LW00439	Winkof	Winkof	Substantiv	1.	Trunk zur Bestätigung eines geschlossenen Kaufes od. Vertrags	Trinken	1	0.9194	1.0000
LK00028	Kaffeebrih	Kaffeebrih	Substantiv		schlechter Milchkaffee	Trinken	1	0.9489	1.0000
LM00713	Musikante-brih	Musikantebrih	Substantiv		(eigentl. Musikantenbrühe) verächtl. für schlechten Kaffee	Trinken	1	0.8599	1.0000
LS00650	Schlauder-wasser	Schlauderwasser	Substantiv		dünner Kaffee	Trinken	1	0.9715	1.0000
LS00792	Schluri	Schluri	Substantiv	2.	Spitzname für schlechten Kaffee	Trinken	1	0.0568	0.0000
LW00150	Wasser	Wasser	Substantiv	2.	wässeriger Kaffee, dünne Suppe	Trinken	1	0.9193	1.0000
LE00056	Eichelkaffee	Eichelkaffee	Substantiv		Eichelkaffee	Trinken	1	0.9383	1.0000
LB01322	Brach	Brach	Substantiv		dicke Milch	Trinken	1	0.9824	1.0000
LM00317	Melkersch	Melkersch	Substantiv		soviel Milch, als in einem Mal gemolken wird	Trinken	1	0.8922	1.0000
LM00416	Milch	Milch	Substantiv		Milch	Trinken	1	0.9869	1.0000
LN00228	Ninni	Ninni	Substantiv		Milch in der Kindersprache	Trinken	1	0.9565	1.0000
LO00251	Owesstrach	Owesstrach	Substantiv		die am Abend gemolkene Milch	Trinken	1	0.9449	1.0000
LS02218	Strach	Strach	Substantiv	3.	soviel auf einmal an Milch gemolken wird	Trinken	1	0.0269	0.0000
LB00183	Bäre-dreck	Bäredreck	Substantiv		Süßholzsaft	Trinken	1	0.8394	1.0000
LS00052	Saft	Saft	Substantiv		Saft	Trinken	1	0.9794	1.0000
LW00444	Winscho	Winscho	Substantiv		Glühwein	Trinken	1	0.9798	1.0000
LA00253	Änes	Änes	Substantiv	2.	Anisbranntwein	Trinken	1	0.9573	1.0000
LB00004	Babbel-wasser	Babbelwasser	Substantiv		Schnaps	Trinken	1	0.9789	1.0000
LB01350	Brannte-win	Branntewin	Substantiv		Branntwein	Trinken	1	0.9722	1.0000
LD00818	Trep(s)	Treps, Trep	Substantiv	3.	Gläschen Schnaps	Trinken	1	0.9446	1.0000
LG00782	Giges I	Giges	Substantiv		schlechter Branntwein, Fusel	Trinken	1	0.9490	1.0000
LG01050	Gräwel-wasser	Gräwelwasser	Substantiv		schlechter Branntwein, Fusel	Trinken	1	0.9490	1.0000
LH00199	Häns-chen	Hänschen	Substantiv		ein Achtel Liter Branntwein	Trinken	1	0.9500	1.0000
LH00357	Heffen	Heffen	Substantiv	2.	ein Gläschen Hefenbranntwein	Trinken	1	0.9375	1.0000
LK00547	Kirsch	Kirsch	Substantiv	2.	Kirschenschnaps	Trinken	1	0.9613	1.0000
LK01060	Kowen-bretchen	Kowenbretchen	Substantiv		Gläschen Branntwein	Trinken	1	0.9423	1.0000
LM00027	Mawebitter	Mawebitter	Substantiv		Magenbitter	Trinken	1	0.9729	1.0000
LS00907	Schnaps	Schnaps	Substantiv		Schnaps	Trinken	1	0.9789	1.0000
LS01115	Schorbacher	Schorbacher	Substantiv		gewöhnlicher Kartoffelschnaps, der in Schorbach (n. w. Bitsch) vorzugsweise getrunken wird	Trinken	1	0.9234	1.0000
LS01837	Spret	Spret	Substantiv	1.	Sprit, Spiritus, schlechter Schnaps	Trinken	1	0.9286	1.0000
LS02490 	Surmilich 	Surmilich	Substantiv		Sauermilch	Trinken	1	0.9812	1.0000
LW00150	Wasser	Wasser	Substantiv	2.	in aller Frühe getrunkener Branntwein	Trinken	1	0.9418	1.0000
LA00351	Appelvitz	Appelvitz	Substantiv		Apfelwein	Trinken	1	0.9826	1.0000
LB00331	Paure-wein	Paurewein	Substantiv		ungekelteter Wein	Trinken	1	0.9576	1.0000
LB00479	Pek I	Pek	Substantiv		saurer Wein, aus Trestern hergestellt, indem man Wasser zusetzt u. das Gemisch einige Tage in einem Fasse stehen läßt	Trinken	1	0.9193	1.0000
LD00695	Drank	Drank	Substantiv	1.	Apfelwein	Trinken	1	0.9826	1.0000
LD00971	Druff	Druff	Substantiv	1.	trüber Wein als Faßrest	Trinken	1	0.9478	1.0000
LF00954	Vitz	Vitz	Substantiv		Obstwein	Trinken	1	0.9825	1.0000
LG00987	Grächen	Grächen	Substantiv		neuer Wein; Wein, der gerade trinkbar geworden. G. genannt wegen seiner grauen Farbe	Trinken	1	0.9233	1.0000
LK00372	Kelterwein	Kelterwein	Substantiv		Wein von gekelterten Trauben im Gegensatz zu	Trinken	1	0.9373	1.0000
LL00401	Lier	Lier	Substantiv		Holzapfelwein	Trinken	1	0.9530	1.0000
LW00353 	Widderdaifer 	Widderdaifer	Substantiv		Name für Wein	Trinken	1	0.0302	0.0000
LW00407	Win	Win	Substantiv		Wein	Trinken	1	0.9845	1.0000
LS00279	Schampanjer	Schampanjer	Substantiv		Champagnerwein	Trinken	1	0.9728	1.0000
LD00816	drenken	drenken	Verb		trinken	Trinken	1	0.9988	1.0000
LD00870	trinken	trinken	Verb		trinken	Trinken	1	0.9988	1.0000
LS00441	schepplen	schepplen	Verb		trinken, mit dem Nebenbegriff des Gewohnheitsmäßigen	Trinken	1	0.9401	1.0000
LB00626	be-schipsen	beschipsen	Verb	2.	sich betrinken	Trinken	1	0.9771	1.0000
LL00565	lumpen	lumpen	Substantiv		zechen, schlemmen	Trinken	1	0.9481	1.0000
LS02450	Sufferei	Sufferei	Substantiv		Säuferei, anhaltendes Trinken, Trinkgelage	Trinken	1	0.7605	1.0000
LU00253	us-suffen	ussuffen	Verb		leer saufen	Trinken	1	0.9744	1.0000
LG00627	Ge-seffs	Geseffs	Substantiv		Gesöffe, Säuferei, unmäßiges Trinken	Trinken	1	0.8722	1.0000
LB01560	bruddelen	bruddelen	Verb	2.	mit Geräusch Wasser schlürfen (vom Vieh)	Trinken	1	0.9096	1.0000
LG00688	Ge-supps	Gesupps	Substantiv		Saugen, Geschlürf, schlürfendes Geräusch beim Trinken	Trinken	1	0.8389	1.0000
LS00742	schlirpsen	schlirpsen	Verb	1.	schlürfen beim Trinken	Trinken	1	0.9591	1.0000
LS00772	schlotzen	schlotzen	Verb	1.	schlürfen, mit Wohlbehagen trinken, schmatzen	Trinken	1	0.9382	1.0000
LS00790	schlurben	schlurben	Verb	2.	schlürfen, geräuschvoll trinken	Trinken	1	0.9454	1.0000
LL00146	läppsen	läppsen	Verb		nippen; essen od. trinken wie einer, dem es nicht recht schmeckt	Trinken	1	0.9463	1.0000
LR00037	rädelen	rädelen	Verb	2.	zuviel essen od. trinken	Trinken	1	0.9353	1.0000
LS01524	sifflen	sifflen	Verb		anhaltend u. viel trinken	Trinken	1	0.9798	1.0000
LS00708	Schlewe-schnabbs	Schleweschnabbs	Substantiv		Schlehenschnapps	Trinken	1	0.0402	0.0000
EL00173	verlëchen 	verlëchen	Verb	2.	austrocknen, verschmachten vor Durst	Trinken	1	0.4525	0.0000
EL00740	lällen	lällen	Verb	1.	lechzen vor Hitze und Durst, von Hunden, Rindern, Federvieh, zuweilen übtr. auch vom Menschen gesagt: vor Durst die Zunge heraushängen lassen	Trinken	1	0.0244	0.0000
ET01335	dürsterig, dürsterlich	dürsterig, dürsterlich	Adjektiv		durstigmachend, durstbringend	Trinken	1	0.9313	1.0000
EN00683	Näz	Näz	Substantiv	4.	schlechtes Getränk	Trinken	1	0.9711	1.0000
ET02160	Trinken	Trinken	Substantiv		Getränk	Trinken	1	0.9876	1.0000
ET02165	Trunk	Trunk	Substantiv		Trunk	Trinken	1	0.9770	1.0000
EP03252	Plämpel, Bämpel	Plämpel, Bämpel	Substantiv	2.	träger, langsamer Mensch; schlechtes Getränk, insbes. dünner schwappelnder Kaffee	Trinken	1	0.1673	0.0000
EM00634	Mëmm; Mëmm(e)le	Mëmm, Mëmmele, Mëmmle	Substantiv	1.	in der Kinderspr. jede trinkbare Flüssigkeit, besonders Milch; auch verdoppelt	Trinken	1	0.6765	1.0000
ES00271	Seifel	Seifel	Substantiv	3.	minderwertiges Getränk, Bier oder Wein	Trinken	1	0.9350	1.0000
ET02152	Säütränke	Säütränke	Substantiv	2.	schlechtes Getränk, z. B. schlechter Wein	Trinken	1	0.9614	1.0000
EW01183	Seckelwasser	Seckelwasser	Substantiv		schlechtes Getränk, Wein und Bier	Trinken	1	0.9457	1.0000
ET02166	Schlaftrunk	Schlaftrunk	Substantiv		urspr. Trunk, der dem Gaste dargereicht wurde, wenn er sich schon zu Bett begeben hatte; später Trinkgelage, das sich an die Abendmahlzeit anschloss.	Trinken	1	0.8223	1.0000
EK00182	Kaffee, Kaffi	Kaffee, Kaffi	Substantiv	1.	Kaffee	Trinken	1	0.9832	1.0000
EL01179	Lur(e), Lür	Lure, Lur, Lür	Substantiv	4.	schlechte Brühe überhaupt, bes. Kaffee	Trinken	1	0.9395	1.0000
EP03724	Qutschelbrüej	Qutschelbrüej	Substantiv	2.	schlechter Kaffee	Trinken	1	0.9815	1.0000
ES02507	Kaffeeschlabber	Kaffeeschlabber	Substantiv		schlechter Kaffee	Trinken	1	0.9815	1.0000
EW01182	Schüsselwasser	Schüsselwasser	Substantiv	2.	schlechter Kaffee; dünne, kraftlose Suppe	Trinken	1	0.9138	1.0000
ET00024	Tee	Tee	Substantiv	2.	Aufguss von getrockneten Blättern oder Blüten heilkräftiger Pflanzen	Trinken	1	0.0471	0.0000
