ID	Lemma	Definition	Konzept	Konzept_gemappt	Antwort_Modell
PK01285	Kaul-quappe, -quappen	Froschlarve	kein_Trinken	Other	other
PB01555	Beele	unordentliches, einfältiges Frauenzimmer	kein_Trinken	Other	other
PF01547	ver-hitzen	sich erhitzen	kein_Trinken	Other	other
PH06705	Hosen-schisser	Angsthase, der sich nichts zutraut	kein_Trinken	Other	other
PB03954	Pläne-macher	wer dumme Pläne ersinnt	kein_Trinken	Other	other
PK02242	Kirsche	unveredelte Kirsche	kein_Trinken	Other	other
PB07699	Butter-faß	spitzes, spindelförmiges Schneckenhäuschen	kein_Trinken	Other	other
PD03115	Dorn, Dornen	Stift im Schloß, im Scharnierband, Drücker am Türschloß	kein_Trinken	Other	other
PM01721	metzeln	eine Schnur oder ähnliches durchreiben	kein_Trinken	Other	other
PS01993	Schein	Lichtausstrahlung	kein_Trinken	Other	other
PM02360	Mittel-brücke	Tragschemel in der Mitte des Wagens unter dem Wagenboden	kein_Trinken	Other	other
PH05789	hoch-tragen	hochtragen	kein_Trinken	Other	other
PF03373	Fisch-laich	Fischlaich	kein_Trinken	Other	other
PF04561	Form	Form zur Gestaltgebung bei Backwaren	kein_Trinken	Other	other
PG00119	Galgen	Balkengestell, in dem sich das Schleusenbrett bewegt	kein_Trinken	Other	other
PW02336	Wetter-mann	männliche Figur im Wetterhaus 1	kein_Trinken	Other	other
PS12167	Stück-wegs	Abschnitt, Strecke	kein_Trinken	Other	other
PL02390	luck-lassen	locker-, loslassen, nachgeben	kein_Trinken	Other	other
PA03415	Auf-tritt	Zank, Streit	kein_Trinken	Other	other
PB02333	Betlehem	biblischer Ortsname	kein_Trinken	Other	other
PB06989	Büchten-eck	Flurname	kein_Trinken	Other	other
PH03899	herum-wirtschaften	ohne Unterlaß tätig sein	kein_Trinken	Other	other
PN01040	Neun-angler	große Hornisse	kein_Trinken	Other	other
PF01077	ver-abreichen	Ohrfeigen geben	kein_Trinken	Other	other
PF01109	ver-babern	beschmutzen	kein_Trinken	Other	other
PS03957	Schmitz	Schultadel in Form eines Striches wegen Unterrichtsversäumnis	kein_Trinken	Other	other
PA02875	Aspirin	Aspirin	kein_Trinken	Other	other
PH03259	Herren-fastnacht	der Sonntag vor dem Aschermittwoch (als Beginn der Fastenzeit)	kein_Trinken	Other	other
PD03115	Dorn, Dornen	von einem, den man nicht leiden kann	kein_Trinken	Other	other
PW03838	Würzel-born	Flurname, Quelle, aus der angeblich die kleinen Kinder kommen	kein_Trinken	Other	other
PK02601	kleiden	einen kleiden	kein_Trinken	Other	other
PA01812	an-fahren	grob anreden	kein_Trinken	Other	other
PB02758	Pfeifen-gesteck	Pfeifenrohr	kein_Trinken	Other	other
PK01061	Katheder	Kopf	kein_Trinken	Other	other
PE00174	eggen-dumm	sehr dumm	kein_Trinken	Other	other
PB07480	Purralässen	ein Klickerspiel um Knöpfe aus KU-Kaulb	kein_Trinken	Other	other
PH02228	Heidesin	böses Weib	kein_Trinken	Other	other
PH01812	Haus-kreuz	Unglück im Haus	kein_Trinken	Other	other
PG02064	ge-reißen	reißen (von Rissen auf der Haut, die durch Kälte entstehen)	kein_Trinken	Other	other
PS03203	schlempen	die Türklinke betätigen	kein_Trinken	Other	other
PF01479	ver-hachern	lange kichernd lachen	kein_Trinken	Other	other
PZ00619	ziehen	aufziehen, großziehen (von Pflanzen, Vieh)	kein_Trinken	Other	other
PH02841	heraus-pfetzen	den Schneider mit Pfetzen vertreiben, d.h. sich im neuen Kleid zeigen	kein_Trinken	Other	other
PF05002	Franzosen-berg	Flurname	kein_Trinken	Other	other
PF02191	Ver-schiß	Verruf	kein_Trinken	Other	other
PS07671	sinken	in moralischer Hinsicht sinken	kein_Trinken	Other	other
PG01562	Gelb-rübe	lange Nase	kein_Trinken	Other	other
PM00815	Marmor	Marmor	kein_Trinken	Other	other
PK03206	Kniebes	im Wachstum zurückgebliebener Mensch, Knirps	kein_Trinken	Other	other
PE01892	Erker	Nase	kein_Trinken	Other	other
PJ00431	juckeln	kitzeln	kein_Trinken	Other	other
PH03882	herum-vagieren	umherschweifen	kein_Trinken	Other	other
PW02203	Werktags-arbeit	Werktagsarbeit	kein_Trinken	Other	other
PS06659	Schwollen-kopf	Necknameame für die Bewohner von SP-Berghs	kein_Trinken	Other	other
PF02163	ver-scharmetzeln	zerschinden, verkratzen	kein_Trinken	Other	other
PH03521	herum-fuseln	tastend suchen	kein_Trinken	Other	other
PF04424	Vorder-säule	Verbindungsstück zwischen Pflugsgrindel und -haupt	kein_Trinken	Other	other
PE00571	ein-führen	(den Neuling) in offizieller Form vorstellen	kein_Trinken	Other	other
PH03497	herum-fahren	umherfliegen	kein_Trinken	Other	other
PF05535	Fuchs-baum	Flurname	kein_Trinken	Other	other
PF01907	ver-möbeln	verhauen	kein_Trinken	Other	other
PK04053	Kopf-schale	Kopfschuppe	kein_Trinken	Other	other
PH05747	hoch-notig	dringend notwendig	kein_Trinken	Other	other
PW00962	Wasser-fall	Stelle, an der das Wasser herabstürzt	kein_Trinken	Other	other
PL02092	Locken	Bündel, Traglast	kein_Trinken	Other	other
PS11412	Strabeler	Necknameame für Mitglieder einer evangelikalen Sekte	kein_Trinken	Other	other
PA03175	auf-leben	durch Kränkung aufreiben	kein_Trinken	Other	other
PH00135	habig	habgierig	kein_Trinken	Other	other
PH01792	Haus-herr	wer Wohnungen in seinem Haus vermietet	kein_Trinken	Other	other
PH01837	Haus-platz	Bauplatz	kein_Trinken	Other	other
PS06175	Schwärmerei	schwärmerische Begeisterung	kein_Trinken	Other	other
PB00416	balgen	sich raufen	kein_Trinken	Other	other
PG02264	Gesang-stunde	Gesangstunde	kein_Trinken	Other	other
PS00783	Sau-blatt	Wegerich (Plantago maior)	kein_Trinken	Other	other
PW01896	Weiß-haar	Neckname	kein_Trinken	Other	other
PA03996	Aus-schnaffler, -schnafflerin	Aushorcher, -horcherin	kein_Trinken	Other	other
PG03891	Gras	Grasschnitt	kein_Trinken	Other	other
PB04081	Blatt	Pflanzenblatt	kein_Trinken	Other	other
PS03373	Schlittel	Eisbahn, auf der Kinder zum Vergnügen hingleiten	kein_Trinken	Other	other
PS09709	Städter-kind	Kind aus der Stadt im Gegensatz zum Dorfkind	kein_Trinken	Other	other
PF01025	Fenster-angel	Haken, in die der Fensterflügel eingehängt wird	kein_Trinken	Other	other
PS03486	Schlot-barone	Bez. für die Deutsche Volkspartei	kein_Trinken	Other	other
PK01305	Kautsch (Couch)	Liegesofa	kein_Trinken	Other	other
PG02724	Ge-weed	Flurname	kein_Trinken	Other	other
PH04892	hinein-regnen	ununterbrochen regnen	kein_Trinken	Other	other
PB03684	Birken-wald	Birkenwald	kein_Trinken	Other	other
PE01319	Elias	volkstümliche Bez. für die Schmalspurbahnzwischen NW-Meckh und Lu'haf	kein_Trinken	Other	other
PA01770	ane-machen	irgendwo hingehen, -reisen	kein_Trinken	Other	other
PE00006	ebbe	Mangel haben, kein Geld mehr haben	kein_Trinken	Other	other
PF02253	ver-schneiden	kastrieren	kein_Trinken	Other	other
PA03760	aus-hülchen, -(ge)hüllichen	aushöhlen	kein_Trinken	Other	other
PR02543	rück-fällig	rückfällig	kein_Trinken	Other	other
PD03044	Dorf-meister	Bürgermeister des Dorfes	kein_Trinken	Other	other
PA00895	ab-wischen	durch Wischen reinigen	kein_Trinken	Other	other
PS07869	Sommer-gast	Sommergast	kein_Trinken	Other	other
PE00666	ein-kochen	infolge Verdampfung beim Kochen weniger werden	kein_Trinken	Other	other
PH04938	hinein-stechen	hineinstechen	kein_Trinken	Other	other
PK01601	Kessel	Mulde im Gelände, abgeschlossenes Waldtal	kein_Trinken	Other	other
PO00322	Ochsen-zunge	Acker-Ochsenzunge (Lycopsis arvensis)	kein_Trinken	Other	other
PH04730	hinaus-leiern	auf einen späteren Zeitpunkt verschieben	kein_Trinken	Other	other
PA02122	an-plotzen	durch Fallen, Schlagen ein wenig beschädigen (bes. Obst)	kein_Trinken	Other	other
PR02373	Rott-stück	Flurname	kein_Trinken	Other	other
PS04357	Schnaufer	Atemzug, vor allem der letzte Atemzug vor dem Tod	kein_Trinken	Other	other
PS09631	Stabaus-stock	der von Kindern am Sommertagsumzug getragene, geschmückte Stab	kein_Trinken	Other	other
PS01766	Schar-hebel	Vorrichtung am Grubber	kein_Trinken	Other	other
PH06052	höhnisch	höhnisch	kein_Trinken	Other	other
PU00863	Unter	Bauer im Kartenspiel Schafkopf	kein_Trinken	Other	other
PS04211	Schnäpper	vorlautes Mädchen	kein_Trinken	Other	other
PS06126	Schwanz-griebe	der obere, dicke Teil des Schwanzes, die Schwanzwurzel	kein_Trinken	Other	other
PH00474	hain-buchen, -büchen	urwüchsig, ungeschlacht, grob (vom Menschen)	kein_Trinken	Other	other
PK00975	Kasten	Kasten des Kippkarrens zur Aufnahme der Ladung	kein_Trinken	Other	other
PK00549	kapores, kapore	tot	kein_Trinken	Other	other
PR02427	Rotz-pritsche	Nase mit triefendem Schleim, auch der Ausfluß selbst	kein_Trinken	Other	other
PZ00488	Zerr-himmel	ehemaliger Flurname	kein_Trinken	Other	other
PM02181	Mist-haufen	Flecken, Pickel, Ausschlag im Gesicht	kein_Trinken	Other	other
PD03493	Trag-schelle	Ring am Geschirr der Zugtiere, durch den der Strang oder die Lanne geht	kein_Trinken	Other	other
PF05587	Fuchteler	wer oft schimpft	kein_Trinken	Other	other
PS03392	Schlittschuh-arm	Spannbacken zum Anschrauben des Schlittschuhs am Schuh	kein_Trinken	Other	other
PS05533	Schuh	die Klaue des Schafs	kein_Trinken	Other	other
PH05474	hinunter-wuppen	hinunterwerfen	kein_Trinken	Other	other
PB07157	Pulle, Pülle	junges Huhn, vor der Legereife	kein_Trinken	Other	other
PZ01811	zu-zwinkern	durch Augenblinzeln ein Zeichen geben	kein_Trinken	Other	other
PF00779	fehl-gehen	mißlingen	kein_Trinken	Other	other
PS04607	Schneppe	Kante eines Stuhlsitzes, Ende einer Sitzbank	kein_Trinken	Other	other
PN01393	Nudel	(Verb) geizige Nudel = geizige Frau (Schimpfw)	kein_Trinken	Other	other
PS08416	Spatzen-narr	Vogelscheuche	kein_Trinken	Other	other
PK01294	Kaute	Grube für das Hußsauspiel	kein_Trinken	Other	other
PH02281	Heilig-kreuz	in Flüchen	kein_Trinken	Other	other
PG02296	Ge-scheitigkeit	Gescheitheit	kein_Trinken	Other	other
PR02844	Rüpel, Rupel	ein von den Burschen aufgeführter Tanz	kein_Trinken	Other	other
PM01426	Mehl-stube	Vorratsraum für Mehl im Bauernhaus	kein_Trinken	Other	other
PF02311	ver-schwinden	entwenden	kein_Trinken	Other	other
PM00091	Madd(e)rich	Eisenleiste entlang der Futterkrippezum Anbinden des Viehes	kein_Trinken	Other	other
PH01155	Hanne-wackel	Pantoffelheld	kein_Trinken	Other	other
PW03514	Wonne-berg	Flurname (Bergname)	kein_Trinken	Other	other
PN00520	nängern, nangern	weinerlich bitten, nörgeln; wehleidig tun	kein_Trinken	Other	other
PF00863	Feld	nur Ackerland	kein_Trinken	Other	other
PW03915	Wustheit	Rüpelhaftigkeit, Unfreundlichkeit, Unverschämtheit	kein_Trinken	Other	other
PB07113	Bügeleisen-stahl	Nase	kein_Trinken	Other	other
PF04644	Vor-sänger	guter Sänger, der den Chor stimmlich führt	kein_Trinken	Other	other
PB05426	Bottrasch	ein Spiel, ähnlich dem Hussauspiel	kein_Trinken	Other	other
PA02186	an-schicken	sich zu etwas fertig machen	kein_Trinken	Other	other
PK03149	Kneip	das schwach sichelartig gebogene Messer zum Hauen	kein_Trinken	Other	other
PM00177	Magnet	Magnet	kein_Trinken	Other	other
PM00373	Mako-strumpf	Strumpf aus Mako, einem Gewebe aus der gleichnamigen Baumwollsorte	kein_Trinken	Other	other
PJ00104	Jakobine	weiblicher Vorname	kein_Trinken	Other	other
PG00613	Gätsel	beim Jäten ausgerufpftes Unkraut	kein_Trinken	Other	other
PK05270	Krülle	Hahnenkamm	kein_Trinken	Other	other
PN00932	Nest-hocker	Langschläfer	kein_Trinken	Other	other
PD02305	Tiefen-graben	Flurname	kein_Trinken	Other	other
PB06208	pritschen	sich putzen, flott kleiden	kein_Trinken	Other	other
PH01240	Harfe	Harfe	kein_Trinken	Other	other
PG03172	glasig	starr (bes. von den Augen des Betrunkenen)	kein_Trinken	Other	other
PN01423	Nundidjee	lebhaftes, unartiges Kind	kein_Trinken	Other	other
PS06748	Sechsprenkel-haft	Ring, Halterung, in der das Sech mit Holzkeil festgeklemmt wird	kein_Trinken	Other	other
PH06165	Holper, Hulper(er)	Unebenheit im Boden	kein_Trinken	Other	other
PA02387	an-treten	durch Treten festdrücken	kein_Trinken	Other	other
PF00802	Feier-tag	Weihnachtsfest	kein_Trinken	Other	other
PK00541	kapitel-fest	(vom Menschen) gesund	kein_Trinken	Other	other
PS11732	Streit-sack	streitsüchtiger Mensch	kein_Trinken	Other	other
PH00856	Han-apfel	Frucht vom Weißdorn	kein_Trinken	Other	other
PR01320	Reiste	zusammengedrehtes Bund gehechelten Flachsesgrobes Tuch	kein_Trinken	Other	other
PF00748	Feder-tute	Kästchen für das Schreibzeug des Schülers	kein_Trinken	Other	other
PS10295	Steier	eine weißbauchige Schwalbe	kein_Trinken	Other	other
PB00786	Papp-michel	schmutziger Mensch	kein_Trinken	Other	other
PA02377	Antoinette	weibl. Vorname	kein_Trinken	Other	other
PM01494	Meisen-nuß	Nuß mit dünnen Stellen in der Schale, die von Meisen aufgepickt werden kann	kein_Trinken	Other	other
PB02510	Betzen-loch	Nische in der inneren Kellerwand, in der man etwas aufbewahrt	kein_Trinken	Other	other
PZ00564	zickelig	närrisch, verrückt, sonderbar	kein_Trinken	Other	other
PS05310	Schreib-lehrer	Lehrer, der Schreibunterricht erteilt	kein_Trinken	Other	other
PS02634	schlachten	Geschwister am Heiraten hindern, um das Erbe zusammenzuhalten	kein_Trinken	Other	other
PK03111	knausern	geizen	kein_Trinken	Other	other
PR01480	Rettich	kleiner Mensch	kein_Trinken	Other	other
PL01126	legen	ausbreiten, bereitstellen	kein_Trinken	Other	other
PG03307	Glinde	Gleitbahn auf dem Eis	kein_Trinken	Other	other
PS08214	Spanier-äcker	Flurname	kein_Trinken	Other	other
PG02721	Ge-weber(s)	leichtfertiges, unüberlegtes Gerede	kein_Trinken	Other	other
PB05510	Brache	das Brachliegen	kein_Trinken	Other	other
PE02352	Ewigkeit	sehr lange Zeit, unerträglich lange Zeit	kein_Trinken	Other	other
PK00339	kalt-schnauzig	rücksichtslos, egoistisch	kein_Trinken	Other	other
PS08852	spielig	zum Geschlechtsverkehr geneigt	kein_Trinken	Other	other
PG03899	Gras-bollen	Rasenstück zum Auffüllen nasser Stellen der Wiese	kein_Trinken	Other	other
PM00907	Mase	Wundmal, Fleck, Narbe	kein_Trinken	Other	other
PA00746	ab-spulen	abspulen	kein_Trinken	Other	other
PE02380	Expeller	schmerzstillende Flüssigkeit	kein_Trinken	Trinken	Trinken
PH01047	Hanf	die Pflanze Cannabis sativa	kein_Trinken	Other	other
PR01298	Reiß-haken	lange Stange mit Schneide zum Astabschneiden von Waldbäumen	kein_Trinken	Other	other
PO00129	Obern-dorf	Ort im . RO	kein_Trinken	Other	other
PG01417	geistes-abwesend	verrückt	kein_Trinken	Other	other
PN00333	Nacht-wandler	Schlafwandler	kein_Trinken	Other	other
PH01494	Hasen-lager	Erdvertiefung, in der der Feldhase schläft	kein_Trinken	Other	other
PN00494	Namen	Rechtstitel	kein_Trinken	Other	other
PS12022	strunken	Äste, Baumstämme kürzen, abhauen	kein_Trinken	Other	other
PL02064	Loch	Schadstelle, Lücke	kein_Trinken	Other	other
PW00510	wälgerisch	zusammengeknautscht, wellig	kein_Trinken	Other	other
PW00734	Wanzen-orchis	Knabenkraut	kein_Trinken	Other	other
PB02399	Bettel-krämer	kleiner Kaufmann	kein_Trinken	Other	other
PS10168	Stech-blume	eine nicht näher beschriebene Pflanze	kein_Trinken	Other	other
PD04404	Driller-loch	tiefe Stelle im Bach, über der das Wasser drehende Bewegungen zeigt	kein_Trinken	Other	other
PA03476	Augbrau-deckel	Augendeckel	kein_Trinken	Other	other
PH05241	hinter-lassen	hinterlassen	kein_Trinken	Other	other
PF00219	fällig	fällig	kein_Trinken	Other	other
PD02320	Diel, Diele, Dielen	Einzelbrett als Belag des Fußbodens	kein_Trinken	Other	other
PS01384	Schaff-bucksen	Anzug, den man bei gewerblicher Arbeit trägt	kein_Trinken	Other	other
PW01630	Weihnachts-krippe	figürliche Darstellung des Weihnachtsgeschehens	kein_Trinken	Other	other
PS02509	Schinder	altes, mageres, abgetriebenes Pferd	kein_Trinken	Other	other
PB00564	Bandel	unreinlicher Mensch	kein_Trinken	Other	other
PS08436	Spauchets	Speichel	kein_Trinken	Other	other
PH00119	Haber-geiß	überaus große weibliche Person; Mädchen mit langen Beinen;	kein_Trinken	Other	other
PS09101	Spitzen-hübel	Flurname	kein_Trinken	Other	other
PK04001	köpfen	den blühenden Gipfeltrieb beim Tabak entfernen	kein_Trinken	Other	other
PS11053	stöbern	verscheuchen, fortjagen	kein_Trinken	Other	other
PW02042	welschen	undeutlich, unverständlich sprechen	kein_Trinken	Other	other
PB01511	Beck	Bäcker	kein_Trinken	Other	other
PA00563	ab-rüffeln	derb ausschelten	kein_Trinken	Other	other
PG02471	Ge-sicht	Aussehen	kein_Trinken	Other	other
PK05940	kuranzen	peinigen, plagen	kein_Trinken	Other	other
PB00930	Barro	Gericht	kein_Trinken	Other	other
PH04468	Himmel-bett	Kinderbett mit Gardinen	kein_Trinken	Other	other
PI00220	Institut	Bildungsanstalt	kein_Trinken	Other	other
PF00097	Fahl-schecke	fahlscheckige Kuh	kein_Trinken	Other	other
PH02906	heraus-steigen	heraussteigen	kein_Trinken	Other	other
PS03981	Schmoll-kopf	dicker Kopf	kein_Trinken	Other	other
PU01162	Urin	Urin	kein_Trinken	Other	other
PD05200	Tüpfchens-kor	Gesindel	kein_Trinken	Other	other
PF04366	Vor-bühne	Kirchenempore	kein_Trinken	Other	other
PS10073	Staß-weiler	Flurname und Name einer Wüstung bei KU-Altkch	kein_Trinken	Other	other
PW00572	wälzen	etwas vor sich her rollen	kein_Trinken	Other	other
PZ02126	Zwitter	zweigeschlechtiges oder geschlechtlich unentwickeltes Lebewesen	kein_Trinken	Other	other
PB01348	Baum	Teil des Schubkarrens	kein_Trinken	Other	other
PN01193	Niesel-priem	alberner, mürrischer Mensch	kein_Trinken	Other	other
PG03411	glücklich	beglückt, voll Freude	kein_Trinken	Other	other
PE02359	Examen-weck	Weck, den der Schüler nach der Schlußprüfung erhielt	kein_Trinken	Other	other
PS06499	Schwenken-horst	Flurname	kein_Trinken	Other	other
PZ00266	Zaupe	Hündin	kein_Trinken	Other	other
PD02508	tippen	vom Tippen im Toto	kein_Trinken	Other	other
PK05946	Kuratel	Pflegschaft, Vormundschaft	kein_Trinken	Other	other
PF05206	freuen	erfreuen	kein_Trinken	Other	other
PS00293	sälen	aus Weidenholz	kein_Trinken	Other	other
PE01486	Engels-brünnchen	Flurname	kein_Trinken	Other	other
PD01293	taub-stumm	taubstumm	kein_Trinken	Other	other
PB01814	be-kohlen	betrügen	kein_Trinken	Other	other
PH04349	Hexen-fett	Mittel in der Volksmedizin	kein_Trinken	Other	other
PE02349	ewig	die ewige Messe	kein_Trinken	Other	other
PF01469	ver-größern	vergrößern	kein_Trinken	Other	other
PE00995	ein-verstanden	einverstanden	kein_Trinken	Other	other
PE01195	Eis-stück	Eisstück (von unterschiedlicher Größe)	kein_Trinken	Other	other
PD03075	Dorf-spieß	Spieß des Dorfwächters	kein_Trinken	Other	other
PS05533	Schuh	das Hufeisen	kein_Trinken	Other	other
PD00766	Tapen-schlenkerer	wer mit den Händen heftig hin und her schlenkert	kein_Trinken	Other	other
PW01005	Wasser-jungfer	Libelle	kein_Trinken	Other	other
PD00310	Dagobert	Frankenkönig aus dem Geschlecht der Merowinger	kein_Trinken	Other	other
PH02832	heraus-machen	ins Freie gehen (vom Menschen)	kein_Trinken	Other	other
PO00307	Ochsen-stern	Umdeutung des Namens des schwedischen Feldherrn Oxenstierna in dem	kein_Trinken	Other	other
PG02696	ge-waltig	mit Machtbefugnis ausgestattet	kein_Trinken	Other	other
PD03553	Tram	Längsbalken im Dachstuhl	kein_Trinken	Other	other
PS01636	Scham, Schämde	Schamgefühl	kein_Trinken	Other	other
PB03711	Birne	andere Früchte in Zusammensetzungen	kein_Trinken	Other	other
PH02845	heraus-platschen	unüberlegt aussprechen	kein_Trinken	Other	other
PG00638	Gaub-loch	Lichtloch im Dachgiebel	kein_Trinken	Other	other
PK03329	Knopf	englisches Pfund	kein_Trinken	Other	other
PS08859	Spiel-mann	das dritte Kind, wenn die älterenBube und Mädchen waren	kein_Trinken	Other	other
PB05083	Bonem, Ponem	Aussehen	kein_Trinken	Other	other
PM01984	Militär-soldat	Soldat	kein_Trinken	Other	other
PK03371	Knorkser	ungeschickter Mensch	kein_Trinken	Other	other
PS01104	Sau-pech	großes Mißgeschick, Unglück	kein_Trinken	Other	other
PH06694	Hosen-rappler	wer in die Hosen pißt	kein_Trinken	Other	other
PW00834	Wäsche	Bezeichnung für ein Kaiserslauterer Schwimmbad	kein_Trinken	Other	other
PF03095	vier-jährig	vierjährig	kein_Trinken	Other	other
PL00405	längden	der Länge nach abmessen	kein_Trinken	Other	other
PS05036	Schon-zeit	gesetzlich bestimmte Zeit, in der Wild nicht gejagt werden darf	kein_Trinken	Other	other
PL00888	laustern	beim Kartenspiel zusehen	kein_Trinken	Other	other
PG03902	grasen	Unkraut jäten	kein_Trinken	Other	other
PB04628	blutt	ohne schützende Decke	kein_Trinken	Other	other
PH07257	Hunds-steuer	Hundesteuer	kein_Trinken	Other	other
PW01582	Wei-fuß	Beifuß (Artemisia vulgaris)	kein_Trinken	Other	other
PS08809	Spiegel	Fläche mit Reflexionsschicht, in der man sich betrachten kann	kein_Trinken	Other	other
PS11701	Streif-wolken	Zirruswolke	kein_Trinken	Other	other
PB01039	basten	dulfen, brechen	kein_Trinken	Other	other
PW01914	Weiß-kuchen	Hefekuchen	kein_Trinken	Other	other
PD02747	Dol, Dole	mit Steingeröll gefüllter Abzugsgraben	kein_Trinken	Other	other
PB07809	Butter-wurzel	Leinkraut (Linaria vulgaris)	kein_Trinken	Other	other
PS01983	Scheiden-katarrh	eine Krankheit des Geschlechtsorgans der Kuh	kein_Trinken	Other	other
PA01474	altern	alt werden	kein_Trinken	Other	other
PS03788	Schmeichlerei	übertriebene Komplimente, oft nicht ganz aufrichtig	kein_Trinken	Other	other
PS04837	Schnuller	Necknameame für ein Kaiserslauterer Stadtoriginal	kein_Trinken	Other	other
PS06156	Schwappel-licht	Öllicht	kein_Trinken	Other	other
PB00693	Panz-stich	Stich, der bei Blähsucht des Rindes vorgenommen wird	kein_Trinken	Other	other
PS04470	Schnee-könig	fiktive Gestalt	kein_Trinken	Other	other
PO00638	Onkel	älterer entfernterer männlicher Verwandter	kein_Trinken	Other	other
PH00851	Hamster-tasche	Schimpfwort auf den Geizhals	kein_Trinken	Other	other
PW01278	wegeln	etwas mit Anstrengung bugsieren	kein_Trinken	Other	other
PD03653	trappen	schwer und laut auftreten	kein_Trinken	Other	other
PM00789	Markt-meister	Aufseher über das Marktwesen einer Stadt	kein_Trinken	Other	other
PK02892	Klotz	Johannisbeertraube	kein_Trinken	Other	other
PB07595	Buß	Kuß	kein_Trinken	Other	other
PD00387	daher-taumeln	taumelnd gehen	kein_Trinken	Other	other
PS09656	Stachel	Ährengranne (bes. von der Gerste)	kein_Trinken	Other	other
PG03318	glitschen	gleiten, ausgleiten	kein_Trinken	Other	other
PE00031	Eber-barg	verschnittenes männliches Schwein	kein_Trinken	Other	other
PM02919	Mosel	Flurname (Fluß zum Rhein)	kein_Trinken	Other	other
PH07127	Hunds-buckel	Flurname	kein_Trinken	Other	other
PM00746	Mark	Gewichtseinheit für Edelmetall	kein_Trinken	Other	other
PE01734	Erbsen-klicker	Frucht der Erbse	kein_Trinken	Other	other
PW03912	Wüst-gesicht	häßliches Gesicht	kein_Trinken	Other	other
PE02414	Eze	Hinweis, Anregung	kein_Trinken	Other	other
PA00292	ab-handeln	unter viel Handeln, Feilschen etwas abkaufen	kein_Trinken	Other	other
PZ00944	Zolches	Herumstreicher, Vagabund	kein_Trinken	Other	other
PK01043	Katechismus	Religionsbuch in Fragen und Antworten	kein_Trinken	Other	other
PS10303	steif-holzig	aufsässig, stur	kein_Trinken	Other	other
PW02804	Winde	Gerät zum Heben schwerer Lasten	kein_Trinken	Other	other
PR01122	Reib-maschine	Küchengerät zum Zerkleinern (von Brot, Kartoffeln u.a)	kein_Trinken	Other	other
PK03599	Kochlöffel-schisser	Junge, der am Pfingstmorgen verschläft	kein_Trinken	Other	other
PA00769	ab-stellen	ein Gehwerk zum Stehen bringen	kein_Trinken	Other	other
PB01062	Pate	Onkel	kein_Trinken	Other	other
PK00669	karcheln, kärcheln	im Spazierwagen ausfahren	kein_Trinken	Other	other
PA00411	ab-lassen	sich von einem, von etwas trennen	kein_Trinken	Other	other
PW02366	wetzeln	necken	kein_Trinken	Other	other
PG01562	Gelb-rübe	Neckname	kein_Trinken	Other	other
PK05248	Krubbel-kopf	Mensch mit krausem Haar	kein_Trinken	Other	other
PD01563	Deck-stein	Stein über der Unruh in Uhren	kein_Trinken	Other	other
PB02665	Pfarrer	Anführer des Kerwezuges	kein_Trinken	Other	other
PE01708	erblich	ansteckend	kein_Trinken	Other	other
PM02923	Moses-kalb	dummer Mensch	kein_Trinken	Other	other
PZ01143	Zucker-schnute	Necknameame für die Bewohner von Frankth	kein_Trinken	Other	other
PS11088	stock-fremd	unbekannt	kein_Trinken	Other	other
PG00031	gabisch	ungeschickt, linkisch	kein_Trinken	Other	other
PU00427	Um-kehr	das Umkehren, Zurückkehren	kein_Trinken	Other	other
PF00126	fahren	das Vieh auf die Weide treiben	kein_Trinken	Other	other
PD02280	Dieb-haus	Gefängnis für Diebe	kein_Trinken	Other	other
PG02294	ge-scheit	recht, ordentlich	kein_Trinken	Other	other
PS03689	Schmal-geiß	magere, unfruchtbare Ziege	kein_Trinken	Other	other
PS02102	Schemise	Aktenumschlag	kein_Trinken	Other	other
PG03924	Gras-korb	Korb mit zwei Henkeln für Gras, Holz, Obst, Kartoffeln	kein_Trinken	Other	other
PZ00782	Zinken	ein spitzes Waldstück	kein_Trinken	Other	other
PU01032	unter-stützen	mit Worten oder Sachmitteln fördern, beistehen	kein_Trinken	Other	other
PF04639	vor-rupfen	Unangenehmes in Erinnerung bringen	kein_Trinken	Other	other
PB07135	Bühl-klamm	Flurname	kein_Trinken	Other	other
PD04559	Drohnen-zelle	Zelle, in der eine Drohne ausgebrütet wird	kein_Trinken	Other	other
PS11450	Strähl	Stechapfel (Datura stramonium)	kein_Trinken	Other	other
PR01945	Rochus	Neckname	kein_Trinken	Other	other
PS04496	Schnee-wasser	gleichzeitiger Niederschlag von Regen und Schnee	kein_Trinken	Other	other
PF04967	Franken-schnauzer	Oberlippenbart mit herabhängenden Spitzen	kein_Trinken	Other	other
PS01143	Sau-rüssel	Schimpfwort	kein_Trinken	Other	other
PE02089	Erz-ader	Erzader	kein_Trinken	Other	other
PF01165	ver-binden	beim Binden verbrauchen	kein_Trinken	Other	other
PS02563	Schinken-plätscher	Lehrer	kein_Trinken	Other	other
PF05292	froh	erfreut (über etwas)	kein_Trinken	Other	other
PF01585	ver-interessieren	interessieren	kein_Trinken	Other	other
PI00036	Iggel-heim	Ort im . LU	kein_Trinken	Other	other
PF03950	Floher	Mann, der sich ungebührlich benimmt	kein_Trinken	Other	other
PK02914	klug	aus etwas klug werden, verstehen	kein_Trinken	Other	other
