xml:id	Lemma	Lemma_bereinigt	Wortart	Level	Definition	Konzept	Label	Cosine_Score	Pred_Label
PW03707	Wupp-dich	Wuppdich	Substantiv	2b	Branntwein, Schnaps allgemein	Trinken	1	0.9453	1.0000
PW03721	Wurf	Wurf	Substantiv	2f	kleines Trinkglas, bzw. dessen Inhalt	Trinken	1	0.0111	0.0000
PXXX	Glüh-wein	Glühwein	Substantiv	-	Glühwein	Trinken	1	0.9827	1.0000
PZ00225	zaubeln, zäubeln	zaubeln, zäubeln	Verb	2	einen trinken	Trinken	1	0.9895	1.0000
PZ00281	zechen	zechen	Verb	-	(im Gasthaus) etwas trinken, verzehren; Gelage abhalten	Trinken	1	0.9232	1.0000
PZ00283	Zecherei	Zecherei	Substantiv	-	ausgiebiges Trinken im Gasthaus	Trinken	1	0.9449	1.0000
PZ00285	Zech-gelage	Zechgelage	Substantiv	-	Besäufnis in geselliger Runde	Trinken	1	0.3435	0.0000
PZ00541	Zichorie	Zichorie	Substantiv	2a	fürbende Kaffeezusatz, -ersatz und das daraus gewonnene Getränk	Trinken	1	0.9095	1.0000
PZ00542	Zichorie-brühe	Zichoriebrühe	Substantiv	-	schlechter, dünner Kaffee	Trinken	1	0.9542	1.0000
PZ00649	Ziel-wasser	Zielwasser	Substantiv	-	Wein	Trinken	1	0.9923	1.0000
PZ00847	zipfeln	zipfeln	Verb	-	in kleinen Schlückchen trinken	Trinken	1	0.9491	1.0000
PZ00892	Zitronen-saft	Zitronensaft	Substantiv	-	Flüssigkeit der Zitrone und das daraus bereitete Getränk	Trinken	1	0.9230	1.0000
PZ00893	Zitronen-wasser	Zitronenwasser	Substantiv	-	mit Zitronensaft gemischtes Wasser	Trinken	1	0.9106	1.0000
PZ01038	zu-bringen	zubringen	Verb	3	zutrinken, zuprosten	Trinken	1	0.9155	1.0000
PZ01154	Zucker-wein	Zuckerwein	Substantiv	-	(nur im Sommertagslied): Bezeichnung für süßen Wein	Trinken	1	0.8813	1.0000
PZ01410	zu-richten	zurichten	Verb	2c	betrinken	Trinken	1	0.9864	1.0000
PZ01775	zu-trinken	zutrinken	Verb	-	mit erhobenem Glas grüßen, zuprosten, zum Trinken  auffordern	Trinken	1	0.9120	1.0000
PZ02125	zwitschern	zwitschern	Verb	3	einen trinken	Trinken	1	0.9895	1.0000
PZ02137	Zwockel-wein	Zwockelwein	Substantiv	-	Wein, der in Bayern gewachsen ist	Trinken	1	0.9399	1.0000
LD00392	dieschten	dieschten	Verb		dursten	Trinken	1	0.9840	1.0000
LD01151	Durscht	Durscht	Substantiv		Durst	Trinken	1	0.9849	1.0000
LD00927	Dronk	Dronk	Substantiv	1.	Trunk	Trinken	1	0.9596	1.0000
LD00927	Dronk	Dronk	Substantiv	2.	Trank, heilkräftiges Getränk	Trinken	1	0.9448	1.0000
LD01139	Turne	Turne	Substantiv	1.	Runde, für jeden am Tisch ein Glas	Trinken	1	0.1488	0.0000
LG00244	Ge-drenks	Gedrenks	Substantiv	1.	Getränke	Trinken	1	0.9878	1.0000
LG00947	Gom	Gom	Substantiv	4.	ein süßliches Getränk	Trinken	1	0.9611	1.0000
LO00248	Owes-dronk	Owesdronk	Substantiv		Abendtrunk	Trinken	1	0.8430	1.0000
LR00660	Runding	Runding	Substantiv		Runde	Trinken	1	0.2289	0.0000
LW00439	Winkof	Winkof	Substantiv	1.	Trunk zur Bestätigung eines geschlossenen Kaufes od. Vertrags	Trinken	1	0.9030	1.0000
LK00028	Kaffeebrih	Kaffeebrih	Substantiv		schlechter Milchkaffee	Trinken	1	0.9342	1.0000
LM00713	Musikante-brih	Musikantebrih	Substantiv		(eigentl. Musikantenbrühe) verächtl. für schlechten Kaffee	Trinken	1	0.8930	1.0000
LS00650	Schlauder-wasser	Schlauderwasser	Substantiv		dünner Kaffee	Trinken	1	0.9699	1.0000
LS00792	Schluri	Schluri	Substantiv	2.	Spitzname für schlechten Kaffee	Trinken	1	0.9109	1.0000
LW00150	Wasser	Wasser	Substantiv	2.	wässeriger Kaffee, dünne Suppe	Trinken	1	0.9319	1.0000
LE00056	Eichelkaffee	Eichelkaffee	Substantiv		Eichelkaffee	Trinken	1	0.8932	1.0000
LB01322	Brach	Brach	Substantiv		dicke Milch	Trinken	1	0.9827	1.0000
LD00368	Dick-milch	Dickmilch	Substantiv		sauer Milch	Trinken	1	0.9839	1.0000
LM00317	Melkersch	Melkersch	Substantiv		soviel Milch, als in einem Mal gemolken wird	Trinken	1	0.9217	1.0000
LM00416	Milch	Milch	Substantiv		Milch	Trinken	1	0.9922	1.0000
LN00228	Ninni	Ninni	Substantiv		Milch in der Kindersprache	Trinken	1	0.9465	1.0000
LO00251	Owesstrach	Owesstrach	Substantiv		die am Abend gemolkene Milch	Trinken	1	0.9350	1.0000
LS01713	Spenn	Spenn	Substantiv	1.	Muttermilch	Trinken	1	0.9760	1.0000
LS02218	Strach	Strach	Substantiv	3.	soviel auf einmal an Milch gemolken wird	Trinken	1	0.8903	1.0000
LS02255	Strechersch	Strechersch	Substantiv		die Menge Milch, die beim einmaligen Melken erzeugt wird	Trinken	1	0.9226	1.0000
LB00183	Bäre-dreck	Bäredreck	Substantiv		Süßholzsaft	Trinken	1	0.9423	1.0000
LS00052	Saft	Saft	Substantiv		Saft	Trinken	1	0.9684	1.0000
LW00444	Winscho	Winscho	Substantiv		Glühwein	Trinken	1	0.9827	1.0000
LA00253	Änes	Änes	Substantiv	2.	Anisbranntwein	Trinken	1	0.9518	1.0000
LB00004	Babbel-wasser	Babbelwasser	Substantiv		Schnaps	Trinken	1	0.9844	1.0000
LB01350	Brannte-win	Branntewin	Substantiv		Branntwein	Trinken	1	0.9710	1.0000
LD00818	Trep(s)	Treps, Trep	Substantiv	3.	Gläschen Schnaps	Trinken	1	0.9501	1.0000
LF00916	Vir-schotz	Virschotz	Substantiv		der erste Branntwein, der beim Brennen	Trinken	1	0.9342	1.0000
LG00782	Giges I	Giges	Substantiv		schlechter Branntwein, Fusel	Trinken	1	0.9463	1.0000
LG01050	Gräwel-wasser	Gräwelwasser	Substantiv		schlechter Branntwein, Fusel	Trinken	1	0.9463	1.0000
LH00199	Häns-chen	Hänschen	Substantiv		ein Achtel Liter Branntwein	Trinken	1	0.9459	1.0000
LH00357	Heffen	Heffen	Substantiv	2.	ein Gläschen Hefenbranntwein	Trinken	1	0.9333	1.0000
LK00547	Kirsch	Kirsch	Substantiv	2.	Kirschenschnaps	Trinken	1	0.9612	1.0000
LK01060	Kowen-bretchen	Kowenbretchen	Substantiv		Gläschen Branntwein	Trinken	1	0.9419	1.0000
LM00027	Mawebitter	Mawebitter	Substantiv		Magenbitter	Trinken	1	0.8565	1.0000
LM00470	Mirabell	Mirabell	Substantiv	2.	Mirabellenbranntwein	Trinken	1	0.9522	1.0000
LS00787	Schlupp I	Schlupp	Substantiv	2.	Gläschen Schnaps	Trinken	1	0.9501	1.0000
LS00907	Schnaps	Schnaps	Substantiv		Schnaps	Trinken	1	0.9844	1.0000
LS01029	Schnorres	Schnorres	Substantiv	2.	Gläschen Schnaps	Trinken	1	0.9501	1.0000
LS01115	Schorbacher	Schorbacher	Substantiv		gewöhnlicher Kartoffelschnaps, der in Schorbach (n. w. Bitsch) vorzugsweise getrunken wird	Trinken	1	0.9267	1.0000
LS01837	Spret	Spret	Substantiv	1.	Sprit, Spiritus, schlechter Schnaps	Trinken	1	0.9403	1.0000
LS02490 	Surmilich 	Surmilich	Substantiv		Sauermilch	Trinken	1	0.9821	1.0000
LW00150	Wasser	Wasser	Substantiv	2.	in aller Frühe getrunkener Branntwein	Trinken	1	0.9391	1.0000
LA00351	Appelvitz	Appelvitz	Substantiv		Apfelwein	Trinken	1	0.9855	1.0000
LA00352	Äbbel-win	Äbbelwin	Substantiv		Apfelwein	Trinken	1	0.9855	1.0000
LB00331	Paure-wein	Paurewein	Substantiv		ungekelteter Wein	Trinken	1	0.9503	1.0000
LB00479	Pek I	Pek	Substantiv		saurer Wein, aus Trestern hergestellt, indem man Wasser zusetzt u. das Gemisch einige Tage in einem Fasse stehen läßt	Trinken	1	0.9144	1.0000
LD00695	Drank	Drank	Substantiv	1.	Apfelwein	Trinken	1	0.9855	1.0000
LD00971	Druff	Druff	Substantiv	1.	trüber Wein als Faßrest	Trinken	1	0.9371	1.0000
LF00954	Vitz	Vitz	Substantiv		Obstwein	Trinken	1	0.9853	1.0000
LG00987	Grächen	Grächen	Substantiv		neuer Wein; Wein, der gerade trinkbar geworden. G. genannt wegen seiner grauen Farbe	Trinken	1	0.9152	1.0000
LK00372	Kelterwein	Kelterwein	Substantiv		Wein von gekelterten Trauben im Gegensatz zu	Trinken	1	0.9214	1.0000
LL00401	Lier	Lier	Substantiv		Holzapfelwein	Trinken	1	0.9587	1.0000
LW00353 	Widderdaifer 	Widderdaifer	Substantiv		Name für Wein	Trinken	1	0.3754	0.0000
LW00407	Win	Win	Substantiv		Wein	Trinken	1	0.9923	1.0000
LS00279	Schampanjer	Schampanjer	Substantiv		Champagnerwein	Trinken	1	0.9721	1.0000
LD00701	dranken	dranken	Verb		trinken	Trinken	1	0.9985	1.0000
LD00816	drenken	drenken	Verb		trinken	Trinken	1	0.9985	1.0000
LD00870	trinken	trinken	Verb		trinken	Trinken	1	0.9985	1.0000
LD01188	duttlen	duttlen	Verb		trinken, saugen	Trinken	1	0.9683	1.0000
LS00441	schepplen	schepplen	Verb		trinken, mit dem Nebenbegriff des Gewohnheitsmäßigen	Trinken	1	0.9287	1.0000
LS00824	schmatzen	schmatzen	Verb	2.	mit Wohlbehagen trinken	Trinken	1	0.9571	1.0000
LS01070	schocken	schocken	Verb		anstoßen mit den Gläsern, um auf das Wohl jds. zu trinken	Trinken	1	0.9173	1.0000
LB00626	be-schipsen	beschipsen	Verb	2.	sich betrinken	Trinken	1	0.9750	1.0000
LL00565	lumpen	lumpen	Substantiv		zechen, schlemmen	Trinken	1	0.9061	1.0000
LS02448	suffen	suffen	Verb		saufen	Trinken	1	0.9808	1.0000
LS02450	Sufferei	Sufferei	Substantiv		Säuferei, anhaltendes Trinken, Trinkgelage	Trinken	1	0.9313	1.0000
LU00253	us-suffen	ussuffen	Verb		leer saufen	Trinken	1	0.9685	1.0000
LG00583	Ge-scheppels	Gescheppels	Substantiv		übermäßiges od. gewohnheitsmäßiges Trinken von Schoppen Bier od. Wein	Trinken	1	0.9199	1.0000
LG00627	Ge-seffs	Geseffs	Substantiv		Gesöffe, Säuferei, unmäßiges Trinken	Trinken	1	0.9286	1.0000
LB01560	bruddelen	bruddelen	Verb	2.	mit Geräusch Wasser schlürfen (vom Vieh)	Trinken	1	0.8883	1.0000
LG00688	Ge-supps	Gesupps	Substantiv		Saugen, Geschlürf, schlürfendes Geräusch beim Trinken	Trinken	1	0.9237	1.0000
LS00742	schlirpsen	schlirpsen	Verb	1.	schlürfen beim Trinken	Trinken	1	0.9573	1.0000
LS00772	schlotzen	schlotzen	Verb	1.	schlürfen, mit Wohlbehagen trinken, schmatzen	Trinken	1	0.9303	1.0000
LS00790	schlurben	schlurben	Verb	2.	schlürfen, geräuschvoll trinken	Trinken	1	0.9386	1.0000
LL00146	läppsen	läppsen	Verb		nippen; essen od. trinken wie einer, dem es nicht recht schmeckt	Trinken	1	0.9249	1.0000
LL00196	lebbern	lebbern	Verb		nippen' schlürfen	Trinken	1	0.9468	1.0000
LR00037	rädelen	rädelen	Verb	2.	zuviel essen od. trinken	Trinken	1	0.9464	1.0000
LS01524	sifflen	sifflen	Verb		anhaltend u. viel trinken	Trinken	1	0.9513	1.0000
LS00708	Schlewe-schnabbs	Schleweschnabbs	Substantiv		Schlehenschnapps	Trinken	1	0.7956	1.0000
EL00173	verlëchen 	verlëchen	Verb	2.	austrocknen, verschmachten vor Durst	Trinken	1	0.9304	1.0000
EL00740	lällen	lällen	Verb	1.	lechzen vor Hitze und Durst, von Hunden, Rindern, Federvieh, zuweilen übtr. auch vom Menschen gesagt: vor Durst die Zunge heraushängen lassen	Trinken	1	0.9069	1.0000
EP03894	Brand	Brand	Substantiv	8.	Durst	Trinken	1	0.9849	1.0000
ET01331	Durst	Durst	Substantiv		Durst	Trinken	1	0.9849	1.0000
ET01335	dürsterig, dürsterlich	dürsterig, dürsterlich	Adjektiv		durstigmachend, durstbringend	Trinken	1	0.9328	1.0000
EN00683	Näz	Näz	Substantiv	4.	schlechtes Getränk	Trinken	1	0.9743	1.0000
ES00292	Gsuff(s)	Gsuffs, Gsuff	Substantiv	2.	schlechtes Getränk	Trinken	1	0.9743	1.0000
ET02147	Trank	Trank	Substantiv		Trank	Trinken	1	0.9581	1.0000
ET02160	Trinken	Trinken	Substantiv		Getränk	Trinken	1	0.9930	1.0000
ET02165	Trunk	Trunk	Substantiv		Trunk	Trinken	1	0.9596	1.0000
EP03252	Plämpel, Bämpel	Plämpel, Bämpel	Substantiv	2.	träger, langsamer Mensch; schlechtes Getränk, insbes. dünner schwappelnder Kaffee	Trinken	1	0.9286	1.0000
EM00634	Mëmm; Mëmm(e)le	Mëmm, Mëmmele, Mëmmle	Substantiv	1.	in der Kinderspr. jede trinkbare Flüssigkeit, besonders Milch; auch verdoppelt	Trinken	1	0.9107	1.0000
ES00271	Seifel	Seifel	Substantiv	3.	minderwertiges Getränk, Bier oder Wein	Trinken	1	0.9435	1.0000
ET02152	Säütränke	Säütränke	Substantiv	2.	schlechtes Getränk, z. B. schlechter Wein	Trinken	1	0.9623	1.0000
EW01183	Seckelwasser	Seckelwasser	Substantiv		schlechtes Getränk, Wein und Bier	Trinken	1	0.9482	1.0000
ET02166	Schlaftrunk	Schlaftrunk	Substantiv		urspr. Trunk, der dem Gaste dargereicht wurde, wenn er sich schon zu Bett begeben hatte; später Trinkgelage, das sich an die Abendmahlzeit anschloss.	Trinken	1	0.8905	1.0000
EK00182	Kaffee, Kaffi	Kaffee, Kaffi	Substantiv	1.	Kaffee	Trinken	1	0.9905	1.0000
EL01179	Lur(e), Lür	Lure, Lur, Lür	Substantiv	4.	schlechte Brühe überhaupt, bes. Kaffee	Trinken	1	0.9314	1.0000
EP03724	Qutschelbrüej	Qutschelbrüej	Substantiv	2.	schlechter Kaffee	Trinken	1	0.9850	1.0000
ES02507	Kaffeeschlabber	Kaffeeschlabber	Substantiv		schlechter Kaffee	Trinken	1	0.9850	1.0000
EW01182	Schüsselwasser	Schüsselwasser	Substantiv	2.	schlechter Kaffee; dünne, kraftlose Suppe	Trinken	1	0.9297	1.0000
ET00024	Tee	Tee	Substantiv	2.	Aufguss von getrockneten Blättern oder Blüten heilkräftiger Pflanzen	Trinken	1	0.8254	1.0000
ET00025	Brusttee	Brusttee	Substantiv	1.	Brusttee	Trinken	1	0.9792	1.0000
EM00566	Milch	Milch	Substantiv		Milch	Trinken	1	0.9922	1.0000
EM00571	Geisenmilch	Geisenmilch	Substantiv	1.	Ziegenmilch	Trinken	1	0.9796	1.0000
EP04065	Briest, Briesch	Briest, Briesch	Substantiv	2.	Milch einer frischmelkenden Kuh	Trinken	1	0.9320	1.0000
EP04065	Briest, Briesch	Briest, Briesch	Substantiv	3.	gestockte junge Milch	Trinken	1	0.9517	1.0000
ET01557	Düttle, Düttel	Düttle, Düttel	Substantiv	4.	Muttermilch	Trinken	1	0.9760	1.0000
EP03708	Brüej(e)	Brüeje, Brüej	Substantiv	1.	Brühe, Sauce; auch Seifenbrühe, frischgepresster Rebensaft	Trinken	1	0.9018	1.0000
ES00323	Saft	Saft	Substantiv		Saft	Trinken	1	0.9684	1.0000
EW01152	Wasser	Wasser	Substantiv	1.	Wasser, Trinkwasser, Quellwasser, Regenwasser, Fluss, Teich, See, Meer. Von einem Arbeitsscheuen	Trinken	1	0.8372	1.0000
EM01217	Elfermëss	Elfermëss	Substantiv		übtr. Frühschoppen. In der guten, alten Zeit durften die Wirtshäuser am Sonntag Vormittag vor Schluss des Gottesdienstes um 11 Uhr keine Gäste aufnehmen; der Wirtshausgang um diese Zeit wurde dann scherzhaft E. genannt	Trinken	1	0.6303	1.0000
EM00624	Molzer	Molzer	Substantiv	3.	Biersorte, die teils aus Lager-, teils aus Jungbier besteht	Trinken	1	0.8976	1.0000
ES02036	Schoppen	Schoppen	Substantiv	2.	bes. ein Schoppen Bier	Trinken	1	0.9411	1.0000
EG01127	Herrgöttel	Herrgöttel	Substantiv	2.	ein kleines Glas Bier, ein halber Schoppen, ein viertel Liter Wein	Trinken	1	0.9214	1.0000
EA00652	Amors	Amors	Substantiv	3.	schlechter Schnaps	Trinken	1	0.9737	1.0000
EF00900	Fusel	Fusel	Substantiv		geringer, schlechter Branntwein	Trinken	1	0.9502	1.0000
EF01024	Vitriol	Vitriol	Substantiv	2.	schlechter Branntwein	Trinken	1	0.9641	1.0000
EG00225	Rattengift	Rattengift	Substantiv	1.	Schnaps	Trinken	1	0.9844	1.0000
EG00272	Giger	Giger	Substantiv	4.	schlechte Sorte Branntwein	Trinken	1	0.9541	1.0000
EG01048	Geist	Geist	Substantiv	2.	Weingeist, Alkohol	Trinken	1	0.9609	1.0000
EK01109	Kirs(e), Kirsch	Kirse, Kirs, Kirsch	Substantiv	2.	Kirschbranntwein	Trinken	1	0.9526	1.0000
EK02032	Krëbser 	Krëbser	Substantiv	1.	Schnaps	Trinken	1	0.9844	1.0000
EL00463	Vorlauf	Vorlauf	Substantiv	2.	der erste Branntwein, der beim Branntweinbrennen herauskommt; er wird nicht getrunken, sondern zur Herstellung einer geringeren Güte Schnaps oder zu Einreibungen verwandt	Trinken	1	0.9102	1.0000
EL01179	Lur(e), Lür	Lure, Lur, Lür	Substantiv	3.	schlechter Schnaps	Trinken	1	0.9737	1.0000
EL01546	Lüterung	Lüterung	Substantiv	1.	Vorbranntwein	Trinken	1	0.9608	1.0000
EP00701	Totenbaümpolitur	Totenbaümpolitur	Substantiv	2.	schlechter Schnaps	Trinken	1	0.9737	1.0000
EP01789	Bërliner 	Bërliner	Substantiv	2.	schlechter Schnaps, auch Bërliner Schnaps	Trinken	1	0.9321	1.0000
EP03930	Brenz	Brenz	Substantiv	1.	Schnaps, Fusel	Trinken	1	0.9527	1.0000
ER00626	Rum I	Rum	Substantiv		Rum	Trinken	1	0.9765	1.0000
ER01113	Rissmichum	Rissmichum	Substantiv		gemeiner Schnaps	Trinken	1	0.9624	1.0000
ES00572	Katzenseckel	Katzenseckel	Substantiv	1.	Branntwein	Trinken	1	0.9710	1.0000
ES03500	Schnaps, Schnips	Schnaps, Schnips	Substantiv	1.	Schnaps, Branntwein	Trinken	1	0.9506	1.0000
ES03505	Quëtschelschnaps, Quëtschenschnaps, Quetschenschnaps	Quëtschelschnaps, Quëtschenschnaps, Quetschenschnaps	Substantiv		Branntwein aus Zwetschen	Trinken	1	0.9413	1.0000
ES04513	Sprit	Sprit	Substantiv	2.	schlechter Schnaps	Trinken	1	0.9737	1.0000
ES04532	Spritzer, Spretzer	Spritzer, Spretzer	Substantiv	5.	kleine Menge Branntwein, die man in den schwarzen Kaffee giesst	Trinken	1	0.9201	1.0000
ET01713	Traberen, Träberen	Traberen, Träberen	Substantiv	2.	Treberbranntwein	Trinken	1	0.9523	1.0000
ET01926	Teüfelsdrëck 	Teüfelsdrëck	Substantiv	2.	Schnaps	Trinken	1	0.9844	1.0000
ET02252	Druesen, Drusen	Druesen, Drusen	Substantiv	2.	Branntwein aus Weinhefe gewonnen	Trinken	1	0.9352	1.0000
EW00679	Branntenwi(n), Brënntewi(n)	Branntenwin, Branntenwi, Brënntewin, Brënntewi	Substantiv		Branntwein, Schnaps	Trinken	1	0.9512	1.0000
EW01009	Wermuet	Wermuet	Substantiv	2.	Wermutbranntwein	Trinken	1	0.9523	1.0000
EW01154	Bappelwasser	Bappelwasser	Substantiv	1.	geistige Getränke	Trinken	1	0.9668	1.0000
EW01168	Kirsenwasser, Kirschenwasser	Kirsenwasser, Kirschenwasser	Substantiv		Branntwein aus Kirschen	Trinken	1	0.9481	1.0000
EW01189	Wichtwasser, Gewichtwasser, Wihwasser	Wichtwasser, Gewichtwasser, Wihwasser	Substantiv	2.	Schnaps	Trinken	1	0.9844	1.0000
EZ00219	Zucker II	Zucker	Substantiv	2.	Gläschen Schnaps	Trinken	1	0.9501	1.0000
EG00283	Burlegiges	Burlegiges	Substantiv	1.	schlechter, gewässerter Wein	Trinken	1	0.9480	1.0000
EK01744	Kläw(n)er, Kläfler	Kläwner, Kläwer, Kläfler	Substantiv	2.	Wein daraus	Trinken	1	0.9810	1.0000
EL01179	Lur(e), Lür	Lure, Lur, Lür	Substantiv	1.	leichter Wein, hergestellt durch Vermischen mit Wasser	Trinken	1	0.9330	1.0000
EP00974	Bumpes	Bumpes	Substantiv	2.	gepantschter Wein	Trinken	1	0.9584	1.0000
EP01449	Bupperi	Bupperi	Substantiv	4.	schlechter Wein	Trinken	1	0.9861	1.0000
EP02606	Rachenbutzer	Rachenbutzer	Substantiv	1.	saurer Wein, der vermöge seiner Weinsteinsäure den Schleim im Rachen gerinnen macht und ablöst	Trinken	1	0.9016	1.0000
EP03711	Bankerottbrüej	Bankerottbrüej	Substantiv		schlechter Wein	Trinken	1	0.9861	1.0000
EP03723	Leimenbrüej	Leimenbrüej	Substantiv		scherzhaft für den lehmfarbigen neuen Wein	Trinken	1	0.8503	1.0000
EP03727	Schnitzbrüej	Schnitzbrüej	Substantiv		schlechter Wein	Trinken	1	0.9861	1.0000
ER00917	Räppes, Räppis, Räps	Räppes, Räppis, Räps	Substantiv	1.	schlechter Wein; neuer Wein aus Trauben, die man vor der eigentlichen Weinlese holt	Trinken	1	0.9205	1.0000
ES05370	Stöpferle	Stöpferle	Substantiv	1.	petschierter Flaschenwein	Trinken	1	0.9390	1.0000
EW00675	Äpfelwi(n)	Äpfelwin, Äpfelwi	Substantiv		Apfelwein	Trinken	1	0.9855	1.0000
EW00685	Edelwin	Edelwin	Substantiv		feine Sorte Weisswein	Trinken	1	0.9602	1.0000
EW00686	Ehrwein	Ehrwein	Substantiv		Ehrenwein	Trinken	1	0.9835	1.0000
EW00706	Stichwin	Stichwin	Substantiv		der zur Probe aus dem Fass genommene Wein	Trinken	1	0.9274	1.0000
EW00713	Truebwi(n), Trüebwi(n)	Truebwin, Truebwi, Trüebwin, Trüebwi	Substantiv		Trübwein, der letzte, nicht mehr klare W. aus einem Fasse	Trinken	1	0.9185	1.0000
EG01147	gutteren	gutteren	Verb	1.	aus einem Fläschchen trinken	Trinken	1	0.9446	1.0000
EH01203	hüpperen	hüpperen	Verb	4.	trinken	Trinken	1	0.9985	1.0000
EK01662	klopfen	klopfen	Verb	1.	schlagen, hämmern; mit dem Glase auf den Tisch klopfen, wenn man im Wirtshaus noch etwas wünscht; trinken	Trinken	1	0.6978	1.0000
EL01062	läppelen	läppelen	Verb	2.	saufen (vom Hund)	Trinken	1	0.9392	1.0000
EL01080	lipplen	lipplen	Verb	2.	saufen (von der Katze)	Trinken	1	0.9335	1.0000
EM00633	mëmm(e)len	mëmmelen, mëmmlen	Verb	1.	in der Kindersprache trinken	Trinken	1	0.9559	1.0000
EP00429	packen	packen	Verb	5.	trinken	Trinken	1	0.9985	1.0000
EP02088	busen	busen	Verb	2.	trinken, den Durst löschen	Trinken	1	0.9552	1.0000
EP02832	pfëtzen 	pfëtzen	Verb	6.	trinken	Trinken	1	0.9985	1.0000
ES00280	sufen	sufen	Verb	1.	saufen, vom Vieh	Trinken	1	0.9457	1.0000
ES00280	sufen	sufen	Verb	2.	grob von Menschen gesagt, trinken	Trinken	1	0.9476	1.0000
ES00306	süfflen, säufflen	süfflen, säufflen	Verb	1.	trinken, mehr scherzhaft gesagt	Trinken	1	0.9393	1.0000
ES02583	schleifen, schleipfen	schleifen, schleipfen	Verb	5.	trinken	Trinken	1	0.9985	1.0000
ES02767	schlamperen	schlamperen	Verb	2.	die Tränke saufen, vom Vieh; verächtlich auch vom Menschen	Trinken	1	0.9020	1.0000
ES03991	schwerzen	schwerzen	Verb	2.	trinken	Trinken	1	0.9985	1.0000
ES04592	stäüben	stäüben	Verb	6.	derb für trinken	Trinken	1	0.9646	1.0000
ET00171	düchlen	düchlen	Verb	3.	scherzh. trinken	Trinken	1	0.9579	1.0000
ET01807	trudlen, truttlen	trudlen, truttlen	Verb	5.	trinken	Trinken	1	0.9985	1.0000
EP00808	belzen	belzen	Substantiv	4.	trinken, saufen	Trinken	1	0.9693	1.0000
ES02175	schuren II	schuren	Verb	2.	nach einer Hochzeit bei den Eingeladenen von Haus zu Haus gehen und zechen: die Männer trinken Wein, die Frauen Kaffee Andolsh. u. Umg	Trinken	1	0.8707	1.0000
EZ00453	zäpfen	zäpfen	Substantiv	2.	(ein Fass) anstechen; vom Fass trinken; trinken überhaupt	Trinken	1	0.9253	1.0000
ES00290	Suff	Suff	Substantiv	1.	Saufgelage	Trinken	1	0.0556	0.0000
ES00291	Sufens, Saufens	Sufens, Saufens	Substantiv	1.	Zecherei	Trinken	1	0.0525	0.0000
ES00301	Suferei	Suferei	Substantiv	2.	Trinkgelage	Trinken	1	0.1355	0.0000
ES00301	Suferei	Suferei	Substantiv	1.	Trinklust, Trinkerei	Trinken	1	0.0647	0.0000
ES03507	schnapsen	schnapsen	Verb	1.	Schnaps trinken	Trinken	1	0.9780	1.0000
ES03508	schnäpslen	schnäpslen	Verb	1.	Schnäpschen trinken	Trinken	1	0.9564	1.0000
EP03369	us blasen	us blasen	Verb	2.	austrinken	Trinken	1	0.9864	1.0000
EP00137	bëcheren	bëcheren	Verb		zechen, pokulieren, tüchtig trinken	Trinken	1	0.9322	1.0000
EP00812	us belzen	us belzen	Substantiv	3.	leer trinken	Trinken	1	0.9897	1.0000
EP01859	us bursten	us bursten	Verb	2.	austrinken	Trinken	1	0.9864	1.0000
ES00286	us sufen	us sufen	Verb		leer saufen, leer trinken	Trinken	1	0.9543	1.0000
EG01325	gluckeren	gluckeren	Verb		schlürfen, trinken	Trinken	1	0.9599	1.0000
ES01193	Suser	Suser	Substantiv		gährender Most	Trinken	1	0.9610	1.0000
ES00272	seiflen	seiflen	Verb	5.	geräuschvoll und anhaltend trinken	Trinken	1	0.9386	1.0000
EL01063	läpperen	läpperen	Verb	1.	schlürfen, schlappern (von Hunden); langsam und behaglich, langsam trinken	Trinken	1	0.9154	1.0000
ES00292	Gsuff(s)	Gsuffs, Gsuff	Substantiv	1.	anhaltendes Trinken	Trinken	1	0.9776	1.0000
EM00633	mëmm(e)len	mëmmelen, mëmmlen	Verb	2.	behaglich und in kleinen Zügen wiederholt trinken, von älteren Leuten und von Gewohnheitstrinkern	Trinken	1	0.9118	1.0000
ES00306	süfflen, säufflen	süfflen, säufflen	Verb	2.	kleine Schlücke nehmen, aber anhaltend dabei bleiben	Trinken	1	0.3907	0.0000
EP01858	bürsten	bürsten	Verb	3.	viel trinken	Trinken	1	0.9893	1.0000
EP00297	baferen, bäferen	baferen, bäferen	Verb	2.	tüchtig trinken	Trinken	1	0.9769	1.0000
ES03013	schletzen	schletzen	Verb	2.	gierig, essen oder trinken	Trinken	1	0.9473	1.0000
EZ00154	ziehe(n), ziegen	ziehen, ziehe, ziegen	Verb	2.	gierig trinken	Trinken	1	0.9667	1.0000
PA00764	ab-steigen	absteigen	Verb	1.2	einkehren	Trinken	0	0.0990	0.0000
PA01084	Adler	Adler	Substantiv	2	Gasthaus zum Adler	Trinken	0	0.0230	0.0000
PA01551	Ambuschur	Ambuschur	Substantiv	2	wer tüchtig im Trinken ist	Trinken	0	0.9399	1.0000
PA01683	an-brüten	anbrüten	Verb	x2	angeheitert	Trinken	0	0.0274	0.0000
PA02161	an-rudeln	anrudeln	Verb	-	betrunken sein	Trinken	0	-0.0138	0.0000
PA02304	an-stecken	anstecken	Verb	1	anzapfen	Trinken	0	0.0326	0.0000
