xml:id	Lemma	Wortart	Level	Definition	Konzept	Konzept_gemappt	Distanz_minimal	Distanz_Durchschnitt	Kante_min
PF00858	Veit	Substantiv	2	der Rausch, den man sich antrinkt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PF00862	felbeln	Verb	-	von einem Wirtshaus ins andere gehen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PF00952	Feld-webel	Substantiv	2	Schaum auf dem Bier	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PF00953	Feldwebels-borte	Substantiv	-	hohe Schaumkrone auf dem Bier	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PF01616	ver-katert	Adjektiv	-	müde nach durchzechter Nacht	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PF01986	ver-passen	Verb	1b'b	vom Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PF02146	ver-saufen	Verb	1.3a	dem Trunke ergeben, trunksüchtig	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PF02146	ver-saufen	Verb	1.3b	von Trunkenheit oder Trunksucht zeugend	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PF02228	ver-schmachten	Verb	-	verschmachten	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PF02246	ver-schnäpseln	Verb	-	Geld für Schnaps ausgeben	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PF02250	ver-schnäuken	Verb	1a	(Geld) für Näschereien ausgeben	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PF02529	ver-trinken	Verb	1	für Getränke ausgeben	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PF02659	ver-zapfen, -zäpfen	Verb	2a	(durch den Faßzapfen) ausschenken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PF02664	ver-zechen	Verb	-	das Geld für Zechgelage ausgeben	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PF02796	Fetzen	Substantiv	x4c	totaler Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PF02806	Fetzer	Substantiv	-	Trinker	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PF02810	Feucht-lappen	Substantiv	-	Schimpfwort für einen Trinker	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PF03115	Viertel	Substantiv	2a'b	18 l (bei Schnaps)	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PF03298	Fips	Substantiv	1b	Alkoholrausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PF03608	Flasche, Fläsche	Substantiv	1a	Flasche, Fläsche	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PF03610	Flaschen-bier	Substantiv	-	Flaschenbier	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PF03839	Flemme	Substantiv	3b	Katzenjammer, starkes Unbehagen, Ermattung als Folge des Alkoholgenusses	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PF04005	Flöte	Substantiv	2a	schmales Bierglas, 0, 4 l fassend	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PF04211	voll	Adjektiv	1b'g	betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PF04237	Vollheit	Substantiv	-	Trunkenheit	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PF04266	Voll-sau	Substantiv	-	wer sich unmäßig betrinkt, notorischer Trinker	kein_Trinken	Trinken.Alkohol_trinken	9	9.0	
PF04268	Voll-sauf	Substantiv	-	Säufer, sinnlos Betrunkener	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PF04275	voll-ständig	Adjektiv	1	betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PF04281	Voll-zapfen	Substantiv	-	Trunkenbold, Säufer	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PF05230	Friedens-linde	Substantiv	-	Name eines Gasthauses	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PF05513	Früh-schoppen	Substantiv	-	Frühschoppen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PG00196	Galopp-süffer	Substantiv	-	wer in kurzer Zeit große Mengen Alkohol konsumiert	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PG00579	Gassen-schenke	Substantiv	-	Schankwirtschaft mit Getränkeausschank, nicht nur an anwesende Gäste	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PG00594	Gast-halter	Substantiv	-	Inhaber einer Herberge für Durchreisende	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PG00595	Gast-haus	Substantiv	-	Gaststätte mit Übernachtungsmöglichkeit	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PG00597	Gast-hof	Substantiv	-	Gasthaus, in dem auch Pferde und Fuhrwerke eingestellt werden können	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PG00605	Gast-stube	Substantiv	-	Gaststube	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PG00606	Gast-wirt	Substantiv	-	Gastwirt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PG01038	Ge-fälle	Substantiv	1b	vom Trinker	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PG01600	Geldbeutel-wäsche	Substantiv	-	wenn der letzte Pfennig vertrunken wird	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PG01719	Gelze	Substantiv	2	leichterer Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PG02844	Gewohnheits-säufer, -süffer	Substantiv	-	notorischer Trinker	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PG02845	Gewohnheits-trinker	Substantiv	-	notorischer Trinker	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PG03002	Gift-hütte	Substantiv	-	schlechtes Gasthaus	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PG03400	Gluckelchen, Gluckel	Substantiv	-	Trinkflasche	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PG03418	Gluckser, Glückser	Substantiv	2a	kleine Branntweinflasche	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PG03861	granaten-voll	Adjektiv	-	stark betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PG04203	Grind-kopf	Substantiv	3c	abwertend von einem kleinen Bierfaß	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PG04258	Grob-wirt	Substantiv	-	unhöflicher Gastwirt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PG04284	Groschen-falle	Substantiv	-	Gastwirtschaft, in der man den letzten Groschen ausgibt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH00014	Haar-beutel	Substantiv	2	Alkoholrausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH00103	Haar-zopf	Substantiv	2c	Alkoholrausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH00263	Hafer, Hafern	Substantiv	2a	Alkoholrausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH00361	hagel-voll	Adjektiv	-	stark betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH00512	halb	Adjektiv	I3c	wenn man 14 Liter Wein u.ä. trinkt	kein_Trinken	Trinken	9	9.0	
PH02056	Hecken-wirt, Heck-wirt	Substantiv	2	geschäftsuntüchtiger Gastwirt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH02057	Hecken-wirtschaft, Heck-wirtschaft	Substantiv	2	kleines Weinlokal	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH02967	Herberge	Substantiv	1a	einfaches Gasthaus, bes. für wandernde Handwerksburschen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH02967	Herberge	Substantiv	2c'a	verrufenes Haus, Spelunke	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH02969	Herbergs-mutter	Substantiv	1	Herbergswirtin, Frau des Herbergswirts, des Besitzers einer Herberge	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH02969	Herbergs-mutter	Substantiv	2	Gastwirtin	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH02970	Herbergs-vater	Substantiv	-	Herbergswirt, Besitzer einer Herberge	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH03293	Herren-stube	Substantiv	-	Zimmer im Gasthaus für vornehme Gäste	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH03295	Herren-tisch	Substantiv	-	Tisch im Gasthaus für vornehme Gäste	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH03555	herum-hängen, -henken	Verb	3	sich oft in Wirtshäusern aufhalten	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH04415	Hieb	Substantiv	3	Alkoholrausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH04495	Himmel-reich	Substantiv	2b	Name eines Gasthauses in LU-Altr	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH05512	Hippes	Substantiv	-	kleiner Rausch, Halberrücktheit	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH05549	Hirsch	Substantiv	2c'b	Gasthaus zum Hirsch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH05587	Hirsch-wirt, -wirtin	Substantiv	-	"Inhaber(in) des Gasthauses ""Zum Hirsch"""	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH05869	Hocke	Substantiv	4	Stammplatz im Wirtshaus	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH05878	hocken-bleiben	Verb	3a	(abends) lang ausbleiben	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH05879	Hocken-bleiber, -bleibersin, Hocken-bleiber, -bleiberin	Substantiv	2b	wer lange im Gasthaus herumsitzt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH05880	hocken-haben	Verb	-	betrunken sein	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH05882	Hocker	Substantiv	1a	wer lang im Wirtshaus herumsitzt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH05915	Hof	Substantiv	3	Name von Gaststätten	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH06443	Hopfen-bitter	Substantiv	-	die aus Hopfen gewonnene Bierwürze	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH06491	Hopps	Substantiv	2	Alkoholrausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH06502	Horbel	Substantiv	1	Alkoholrausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH06523	Hormel	Substantiv	1a	Alkoholrausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH06524	Hormes	Substantiv	-	Alkoholrausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH07070	Humpen	Substantiv	1	großes TrinkGefäß von 2 - 5 l Inhalt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH07077	Hund	Substantiv	II2c'd	Schnapsglas (kleiner als 14 l)	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH07490	Huren-butik	Substantiv	-	Gastwirtschaft mit zweifelhaftem Ruf	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH07498	Huren-mutter	Substantiv	-	Inhaberin einer Gastwirtschaft von zweifelhaftem Ruf	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH07499	Huren-nest	Substantiv	x	Gastwirtschaft von zweifelhaftem Ruf	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH07506	Huren-vater	Substantiv	-	Inhaber einer Gastwirtschaft von zweifelhaftem Ruf	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH07508	Huren-wirt	Substantiv	-	Inhaber einer Gastwirtschaft von zweifelhaftem Ruf	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PH07509	Huren-wirtschaft	Substantiv	-	Gastwirtschaft von zweifelhaftem Ruf	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK00002	Kabarettier	Substantiv	-	Speisewirt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK00017	Kachel-wirt	Substantiv	-	Wirt, der häufig das Verlangte nicht hat	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK00043	Kaffee	Substantiv	2.1	Kaffeehaus	kein_Trinken	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	9	9.0	
PK00044	Kaffee	Substantiv	1.1a	Kaffeebohnen, auch in gemahlenem Zustand	kein_Trinken	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	9	9.0	
PK00048	Kaffee-bohne	Substantiv	1	Kaffeebohne	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK00064	Kaffee-haus	Substantiv	-	Kaffeehaus	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK00090	Kaffee-satz	Substantiv	-	Kaffeesatz	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK00495	Kanonen-rausch	Substantiv	-	starker Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK00499	kanonen-voll	Adjektiv	-	völlig betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK00501	Kanonen-zopf	Substantiv	-	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK00510	Kantine	Substantiv	-	Kantine	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK00513	Kantinen-wirt	Substantiv	-	Kantinenwirt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK00557	Kappe	Substantiv	2a'h	Schaumschicht auf dem Bier	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK01047	Kater	Substantiv	2e	Katzenjammer nach übermäßigem Alkoholgenuß	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK01135	Katzen-jammer	Substantiv	1a	unangenehme Nachwehen eines Rausches	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK01435	Keller-balken	Substantiv	-	Kellnerin	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK01460	Keller-mäden, -mädchen, -mädel	Substantiv	-	Kellnerin	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK01462	Keller-mensch	Substantiv	-	Kellnerin	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK01493	Kellner, Kellnerin, Kellerin	Substantiv	-	Kellner, Kellnerin, Kellerin	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK01495	Kellner-frack	Substantiv	2	Kellner	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK01496	Kellner-mädel	Substantiv	-	Kellnerin	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK01497	kellnern	Verb	-	als Kellner arbeiten	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK02301	Kiste	Substantiv	2b'g	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK02881	Kloster-hof	Substantiv	2	Name einer Gastwirtschaft in FR-Hertlhs	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK02979	knäll	Adjektiv	-	betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK02983	Knall-bude	Substantiv	-	schlechtes Gasthaus	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK03012	Knall-wirtschaft	Substantiv	-	verrufene Gastwirtschaft	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK03150	Kneipe	Substantiv	1	kleines, minderes Wirtshaus	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK03365	Knorbel, Knurbel, Knürbel	Substantiv	4b	betrunken sein	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK03538	Kober	Substantiv	-	Wirt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK04261	Kost-haus	Substantiv	-	Haus, in dem man beköstigt wird	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK04361	Kräch, Kräche, Krächen	Substantiv	2	leichter Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK04414	Kraft	Substantiv	2b'b	von der belebenden Wirkung des Alkohols	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK04420	kräftig	Adjektiv	3b	viel Alkohol enthaltend (von Wein, Bier)	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	9	9.0	
PK04922	Kreuz-wirt	Substantiv	-	"Wirt einer Gastwirtschaft ""Zum Kreuz"" (an einer Straßenkreuzung)"	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK05119	Krone	Substantiv	1a'g	"Wirtschaft, auch Gasthaus ""zur Krone"""	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK05124	Kronen-wirt, Kronich-	Substantiv	-	"Wirt eines Gasthauses ""Zur Krone"""	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK05237	krotten-voll	Adjektiv	-	völlig betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK05387	Kübel-süffer	Substantiv	2	starker Trinker	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK05666	Kuh-schluck, Küh-	Substantiv	-	sehr großer Schluck	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK05667	Kuh-schlurpser, Küh-	Substantiv	-	sehr großer Schluck	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL00075	Lack	Substantiv	1.3	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL00077	lack	Adjektiv	1	abgestanden, schal, lau (von Getränken)	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL00335	Land-lord	Substantiv	-	Wirt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL00528	Läpperer	Substantiv	-	(heimlicher) Trinker, Säufer	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL00588	läßig	Adjektiv		gezapft	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL00610	lateinisch	Adjektiv	2	betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL01276	Leib-wirtschaft	Substantiv	-	Stammlokal	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL01544	Leiter	Substantiv	1.2b	Zeche	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL01729	leuchten	Verb	1c'b	von der Trinkernase	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL01949	Linde	Substantiv	2	Name von Gasthäusern	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL02185	Lokal	Substantiv	2	Gastwirtschaft, Herberge	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL02195	Lo-pfiffer	Substantiv	-	nicht zahlender Zechgenosse	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL02355	Löwe	Substantiv	3a	Name von Gasthäusern	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL02375	Luck	Substantiv	-	Spelunke	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL02496	Lukas	Substantiv	5	Humpen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL02514	Lump	Substantiv	1b	Trunkenbold, Säufer	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL02572	Lumpen-wirtschaft	Substantiv	1	schlechtes Gasthaus	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL02577	Lumpes	Substantiv	1c	Säufer, Trunkenbold	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL02648	Lust, Lusten	Substantiv	2	Gartenwirtschaft	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL02674	luttern	Verb	-	den Zwetschgen- oder Birnenschnaps zum zweitenmal brennen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PM00060	Madamen-schlücke	Substantiv	-	kleine Schlucke	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PM01938	Milch-schokolade	Substantiv	-	Milchschokolade	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PM01949	Milch-süffer	Substantiv	1	wer viel Milch trinkt	kein_Trinken	Trinken	9	9.0	
PM02544	mole	Adjektiv	-	betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PM02771	Mords-affe	Substantiv	-	schwerer Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PM02812	Mords-rausch	Substantiv	-	großer Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PN00257	Nacht-licht	Substantiv	2b'a	wer bis in die späte Nacht im Wirtshaus sitzt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PN00634	Nasen-schild, Nas-schild	Substantiv	-	in die Straße ragendes Wirtshausschild	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PN00670	Naß-kittel	Substantiv	1	Säufer	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PN00728	Nebel	Substantiv	3b	Zustand des Betrunkenseins	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PN00816	Neben-zimmer	Substantiv	-	Gaststättennebenraum für Gesellschaften an Kirchweih, Festen; Herrenzimmer	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PO00042	Ober	Substantiv	1	Oberkellner, Kellner	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PO00098	Ober-kellner	Substantiv	-	Oberkellner	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PO00250	Ochse	Substantiv	3a	"Name von Gasthäusern ""Zum Ochsen"""	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PO00320	Ochsen-wirt	Substantiv	-	Wirt einer Gastwirtschaft Zum Ochsen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PO00401	Offiziers-borte	Substantiv	-	hohe Schaumkrone auf dem Bier	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PQ00129	Quartal-säufer, -süffer	Substantiv	-	wer sich in periodischen Abständen betrinkt	kein_Trinken	Trinken.Alkohol_trinken	9	9.0	
PQ00266	Quetsche	Substantiv	1.2a'a	blaue Nase (des Trinkers)	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PQ00279	Quetschen-faß	Substantiv	-	Faß zur Schnapsbereitung aus Zwetschgenfallobst	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PR00440	Rasier-schaum	Substantiv	-	Sahne auf dem Kaffee	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PR00719	Rausch	Substantiv	1	durch den Genuß von zuviel Alkohol eintretende Bewußtseinsverwirrung	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PR00728	rauschig	Adjektiv	2	betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PR00942	regalieren	Verb	1	bewirten, freihalten	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PR01118	Reiber	Substantiv	2c	Faßhahn; kleiner Holzhahn am Faß zum Abfüllen des Weins in Gläser	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PR01163	Reif	Substantiv		ausgehängter Faßreifen als Wirtshauszeichen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PR01326	Reitel	Substantiv	2b	Tafelauf die der Wirt Zechschulden notiert	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PR01356	Reit-haken	Substantiv	2	Weinglas	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PR01401	Remischen	Substantiv	-	kleines Weinglas	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PR01402	Remischen-stecher	Substantiv	-	Säufer	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PR01472	Restaurant	Substantiv	-	Restaurant	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PR01473	Restauration	Substantiv	-	Restaurant	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PR01570	Ribo	Substantiv	-	Zechtour	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PR02123	Römer	Substantiv	2b	grünes Weinglas	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PR02903	rußig	Adjektiv	2	betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00044	Säbel, Sabel	Substantiv	4	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00123	Säckert	Substantiv	2	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00157	Sack-süffer	Substantiv	-	kleines flaches Schnapsfläschchen für die Tasche	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00652	Sares	Substantiv		Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00721	Satz	Substantiv	2b	Bodensatz in Getränken, bes. Kaffee	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
